canonical_season,game_id,winner_flag_agreement,final_home_goals,final_away_goals,max_home_won,score_winner_home,consistency_class,resolution
2023,2023020032,True,5,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020033,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020034,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020035,True,0,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020036,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020037,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020038,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020039,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020040,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020041,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020042,True,2,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020043,True,1,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020044,True,1,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020045,True,1,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020046,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020047,True,3,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020048,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020049,True,6,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020050,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020051,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020052,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020053,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020054,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020055,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020056,True,3,7,0,0,EXACT_AGREEMENT,NONE
2023,2023020057,True,2,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020058,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020059,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020060,True,7,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020061,True,4,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020062,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020063,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020064,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020065,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020066,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020067,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020068,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020069,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020070,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020071,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020072,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020073,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020074,True,5,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020075,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020076,True,6,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020077,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020078,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020079,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020080,True,6,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020081,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020082,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020083,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020084,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020085,True,4,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020086,True,3,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020087,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020088,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020089,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020090,True,4,7,0,0,EXACT_AGREEMENT,NONE
2023,2023020091,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020092,True,0,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020093,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020094,True,7,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020095,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020096,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020097,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020098,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020099,True,4,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020100,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020101,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020102,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020103,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020104,True,6,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020105,True,4,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020106,True,6,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020107,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020108,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020109,True,0,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020110,True,0,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020111,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020112,True,3,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020113,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020114,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020115,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020116,True,5,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020117,True,4,7,0,0,EXACT_AGREEMENT,NONE
2023,2023020118,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020119,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020120,True,0,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020121,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020122,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020123,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020124,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020125,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020126,True,4,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020127,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020128,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020129,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020130,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020131,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020132,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020133,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020134,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020135,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020136,True,5,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020137,True,8,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020138,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020139,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020140,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020141,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020142,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020143,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020144,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020145,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020146,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020147,True,0,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020148,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020149,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020150,True,0,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020151,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020152,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020153,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020154,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020155,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020156,True,1,10,0,0,EXACT_AGREEMENT,NONE
2023,2023020157,True,1,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020158,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020159,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020160,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020161,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020162,True,4,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020163,True,0,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020164,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020165,True,4,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020166,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020167,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020168,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020169,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020170,True,3,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020171,True,2,10,0,0,EXACT_AGREEMENT,NONE
2023,2023020172,True,2,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020173,True,7,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020174,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020175,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020176,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020177,True,6,5,1,1,EXACT_AGREEMENT,NONE
2023,2023020178,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020179,True,6,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020180,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020181,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020182,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020183,True,5,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020184,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020185,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020186,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020187,True,0,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020188,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020189,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020190,True,3,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020191,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020192,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020193,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020194,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020195,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020196,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020197,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020198,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020199,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020200,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020201,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020202,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020203,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020204,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020205,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020206,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020207,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020208,True,3,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020209,True,5,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020210,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020211,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020212,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020213,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020214,True,0,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020215,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020216,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020217,True,4,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020218,True,5,7,0,0,EXACT_AGREEMENT,NONE
2023,2023020219,True,2,8,0,0,EXACT_AGREEMENT,NONE
2023,2023020220,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020221,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020222,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020223,True,3,8,0,0,EXACT_AGREEMENT,NONE
2023,2023020224,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020225,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020226,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020227,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020228,True,1,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020229,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020230,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020231,True,1,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020232,True,3,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020233,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020234,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020235,True,5,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020236,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020237,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020238,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020239,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020240,True,8,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020241,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020242,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020243,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020244,True,5,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020245,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020246,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020247,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020248,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020249,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020250,True,5,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020251,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020252,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020253,True,1,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020254,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020255,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020256,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020257,True,6,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020258,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020259,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020260,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020261,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020262,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020263,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020264,True,3,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020265,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020266,True,5,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020267,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020268,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020269,True,3,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020270,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020271,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020272,True,5,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020273,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020274,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020275,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020276,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020277,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020278,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020279,True,6,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020280,True,7,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020281,True,4,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020282,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020283,True,0,1,0,0,EXACT_AGREEMENT,NONE
2023,2023020284,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020285,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020286,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020287,True,5,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020288,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020289,True,1,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020290,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020291,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020292,True,7,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020293,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020294,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020295,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020296,True,1,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020297,True,3,8,0,0,EXACT_AGREEMENT,NONE
2023,2023020298,True,0,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020299,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020300,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020301,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020302,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020303,True,2,8,0,0,EXACT_AGREEMENT,NONE
2023,2023020304,True,0,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020305,True,4,7,0,0,EXACT_AGREEMENT,NONE
2023,2023020306,True,2,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020307,True,1,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020308,True,7,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020309,True,4,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020310,True,7,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020311,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020312,True,0,1,0,0,EXACT_AGREEMENT,NONE
2023,2023020313,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020314,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020315,True,0,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020316,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020317,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020318,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020319,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020320,True,8,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020321,True,5,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020322,True,1,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020323,True,0,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020324,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020325,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020326,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020327,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020328,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020329,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020330,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020331,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020332,True,0,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020333,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020334,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020335,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020336,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020337,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020338,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020339,True,1,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020340,True,3,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020341,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020342,True,5,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020343,True,1,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020344,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020345,True,2,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020346,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020347,True,1,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020348,True,6,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020349,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020350,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020351,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020352,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020353,True,1,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020354,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020355,True,3,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020356,True,8,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020357,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020358,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020359,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020360,True,6,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020361,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020362,True,2,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020363,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020364,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020365,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020366,True,4,3,1,1,EXACT_AGREEMENT,NONE
2023,2023020367,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020368,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020369,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020370,True,6,5,1,1,EXACT_AGREEMENT,NONE
2023,2023020371,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020372,True,1,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020373,True,4,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020374,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020375,True,4,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020376,True,4,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020377,True,2,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020378,True,6,0,1,1,EXACT_AGREEMENT,NONE
2023,2023020379,True,1,2,0,0,EXACT_AGREEMENT,NONE
2023,2023020380,True,3,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020381,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020382,True,6,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020383,True,4,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020384,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020385,True,2,5,0,0,EXACT_AGREEMENT,NONE
2023,2023020386,True,3,2,1,1,EXACT_AGREEMENT,NONE
2023,2023020387,True,5,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020388,True,5,4,1,1,EXACT_AGREEMENT,NONE
2023,2023020389,True,3,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020390,True,3,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020391,True,6,1,1,1,EXACT_AGREEMENT,NONE
2023,2023020392,True,1,3,0,0,EXACT_AGREEMENT,NONE
2023,2023020393,True,5,6,0,0,EXACT_AGREEMENT,NONE
2023,2023020394,True,0,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020395,True,3,4,0,0,EXACT_AGREEMENT,NONE
2023,2023020396,True,4,5,0,0,EXACT_AGREEMENT,NONE
