league,slate_date,game_date,game_id,game_type,home_team_code,away_team_code,player_id,player_name,prop_type,market_key,line,raw_prob_over,raw_prob_under,prob_over,prob_under,fair_odds_over_american,fair_odds_under_american,model_pick_side,model_pick_prob,calibration_method,prediction_source_file,generated_at_utc
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,657757,Gavin Sheets,doubles,batter_doubles,0.5,0.115204,0.884796,0.115204,0.884796,768,-768,under,0.884796,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,657757,Gavin Sheets,hits,batter_hits,0.5,0.757524,0.242476,0.757524,0.242476,-312,312,over,0.757524,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,657757,Gavin Sheets,hits_runs_rbis,batter_h+r+rbi,1.5,0.479625,0.520375,0.479625,0.520375,108,-108,under,0.520375,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,657757,Gavin Sheets,rbis,batter_rbis,0.5,0.523256,0.476744,0.523256,0.476744,-110,110,over,0.523256,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,657757,Gavin Sheets,runs_scored,batter_runs,0.5,0.316696,0.683304,0.316696,0.683304,216,-216,under,0.683304,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,657757,Gavin Sheets,total_bases,batter_bases,0.5,0.553134,0.446866,0.553134,0.446866,-124,124,over,0.553134,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,657757,Gavin Sheets,walks,batter_walks,0.5,0.264765,0.735235,0.264765,0.735235,278,-278,under,0.735235,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,701538,Jackson Merrill,doubles,batter_doubles,0.5,0.173474,0.826526,0.173474,0.826526,476,-476,under,0.826526,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,701538,Jackson Merrill,hits,batter_hits,0.5,0.642897,0.357103,0.642897,0.357103,-180,180,over,0.642897,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,701538,Jackson Merrill,hits_runs_rbis,batter_h+r+rbi,1.5,0.373286,0.626714,0.373286,0.626714,168,-168,under,0.626714,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,701538,Jackson Merrill,rbis,batter_rbis,0.5,0.386977,0.613023,0.386977,0.613023,158,-158,under,0.613023,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,701538,Jackson Merrill,runs_scored,batter_runs,0.5,0.299976,0.700024,0.299976,0.700024,233,-233,under,0.700024,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,701538,Jackson Merrill,total_bases,batter_bases,0.5,0.548946,0.451054,0.548946,0.451054,-122,122,over,0.548946,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,701538,Jackson Merrill,walks,batter_walks,0.5,0.280237,0.719763,0.280237,0.719763,257,-257,under,0.719763,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,696285,Jacob Young,doubles,batter_doubles,0.5,0.117593,0.882407,0.117593,0.882407,750,-750,under,0.882407,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,696285,Jacob Young,hits,batter_hits,0.5,0.700893,0.299107,0.700893,0.299107,-234,234,over,0.700893,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,696285,Jacob Young,hits_runs_rbis,batter_h+r+rbi,0.5,0.607216,0.392784,0.607216,0.392784,-155,155,over,0.607216,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,696285,Jacob Young,hits_runs_rbis,batter_h+r+rbi,1.5,0.456033,0.543967,0.456033,0.543967,119,-119,under,0.543967,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,696285,Jacob Young,rbis,batter_rbis,0.5,0.467949,0.532051,0.467949,0.532051,114,-114,under,0.532051,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,696285,Jacob Young,runs_scored,batter_runs,0.5,0.300279,0.699721,0.300279,0.699721,233,-233,under,0.699721,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,696285,Jacob Young,total_bases,batter_bases,0.5,0.571538,0.428462,0.571538,0.428462,-133,133,over,0.571538,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,696285,Jacob Young,walks,batter_walks,0.5,0.208702,0.791298,0.208702,0.791298,379,-379,under,0.791298,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695578,James Wood,doubles,batter_doubles,0.5,0.16024,0.83976,0.16024,0.83976,524,-524,under,0.83976,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695578,James Wood,hits,batter_hits,0.5,0.812707,0.187293,0.812707,0.187293,-434,434,over,0.812707,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695578,James Wood,hits_runs_rbis,batter_h+r+rbi,1.5,0.673251,0.326749,0.673251,0.326749,-206,206,over,0.673251,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695578,James Wood,rbis,batter_rbis,0.5,0.624572,0.375428,0.624572,0.375428,-166,166,over,0.624572,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695578,James Wood,runs_scored,batter_runs,0.5,0.570192,0.429808,0.570192,0.429808,-133,133,over,0.570192,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695578,James Wood,total_bases,batter_bases,0.5,0.742003,0.257997,0.742003,0.257997,-288,288,over,0.742003,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695578,James Wood,walks,batter_walks,0.5,0.480617,0.519383,0.480617,0.519383,108,-108,under,0.519383,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,660688,Keibert Ruiz,doubles,batter_doubles,0.5,0.238736,0.761264,0.238736,0.761264,319,-319,under,0.761264,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,660688,Keibert Ruiz,hits,batter_hits,0.5,0.790738,0.209262,0.790738,0.209262,-378,378,over,0.790738,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,660688,Keibert Ruiz,rbis,batter_rbis,0.5,0.713795,0.286205,0.713795,0.286205,-249,249,over,0.713795,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,660688,Keibert Ruiz,runs_scored,batter_runs,0.5,0.304823,0.695177,0.304823,0.695177,228,-228,under,0.695177,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,660688,Keibert Ruiz,total_bases,batter_bases,0.5,0.710401,0.289599,0.710401,0.289599,-245,245,over,0.710401,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,592518,Manny Machado,doubles,batter_doubles,0.5,0.119401,0.880599,0.119401,0.880599,738,-738,under,0.880599,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,592518,Manny Machado,hits,batter_hits,0.5,0.633282,0.366718,0.633282,0.366718,-173,173,over,0.633282,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,592518,Manny Machado,hits_runs_rbis,batter_h+r+rbi,1.5,0.428669,0.571331,0.428669,0.571331,133,-133,under,0.571331,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,592518,Manny Machado,rbis,batter_rbis,0.5,0.67346,0.32654,0.67346,0.32654,-206,206,over,0.67346,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,592518,Manny Machado,runs_scored,batter_runs,0.5,0.274124,0.725876,0.274124,0.725876,265,-265,under,0.725876,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,592518,Manny Machado,total_bases,batter_bases,1.5,0.373926,0.626074,0.373926,0.626074,167,-167,under,0.626074,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,592518,Manny Machado,walks,batter_walks,0.5,0.285582,0.714418,0.285582,0.714418,250,-250,under,0.714418,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,650633,Michael King,earned_runs,pitcher_earned_runs,2.5,0.575901,0.424099,0.575901,0.424099,-136,136,over,0.575901,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,650633,Michael King,hits_allowed,pitcher_hits,4.5,0.505993,0.494007,0.505993,0.494007,-102,102,over,0.505993,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,650633,Michael King,outs_recorded,pitcher_outs,16.5,0.268947,0.731053,0.268947,0.731053,272,-272,under,0.731053,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,650633,Michael King,outs_recorded,pitcher_outs,17.5,0.268942,0.731058,0.268942,0.731058,272,-272,under,0.731058,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,650633,Michael King,strikeouts_pitching,pitcher_strikeouts,4.5,0.530611,0.469389,0.530611,0.469389,-113,113,over,0.530611,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,650633,Michael King,strikeouts_pitching,pitcher_strikeouts,5.5,0.4312,0.5688,0.4312,0.5688,132,-132,under,0.5688,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
