path,topic,action,reason
artifacts/analysis/model_development/mlb_historical_hits_15_persistence_replay_materialization,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_hits_outcome_certification,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_outcome_gap_authoritative_recovery,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_outcome_remediation_review,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_outcome_source_coverage_pass,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_16_side_starter_direct_source_pilot,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_16_side_starter_direct_source_pilot_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_16_side_starter_direct_source_reconstruction_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_16_side_starter_direct_source_reconstruction_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_16_side_zero_yield_pilot_postmortem_and_second_pilot_design,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_803_starter_direct_source_recovery_readiness_review,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_abd_matrix_construction,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_abd_no_promotion_training_dry_run,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_abd_offline_process_validation,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_bundle_field_gap_review,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_c010_recovery_and_ordinary_campaign_closure,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_completion_review,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_current_starter_residual_taxonomy_reconciliation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_001,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_001_history_complete_acquisition,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_001_starter_reconstruction_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_001_starter_reconstruction_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_002,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_002_history_complete_acquisition,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_002_starter_reconstruction_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_002_starter_reconstruction_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_003,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_003_cumulative_state_governance,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_003_history_complete_acquisition,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_003_starter_reconstruction_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_003_starter_reconstruction_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_004,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_004_branch_governance,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_004_cumulative_state_governance,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_004_resolved_acquisition_and_low_sample_research_policy,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_004_resolved_branch_reconstruction_governance,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_discovery_cohort_004_resolved_branch_starter_reconstruction_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_final_starter_residual_fast_path_review,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_four_side_history_complete_starter_pilot,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_four_side_history_complete_starter_pilot_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_four_side_history_complete_starter_reconstruction_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_four_side_history_complete_starter_reconstruction_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_hc_local_cohort_001_pitcher_base_lineage_investigation,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_hc_local_cohort_001_starter_reconstruction_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_history_complete_starter_cohort_scale_up_design,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_hits_15_abd_field_payload_authority_audit,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_hits_15_abd_matrix_queue_governance,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_hits_15_starter_field_version_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_identity_role_external_discovery_governance,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_identity_role_reconstruction_governance,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_identity_role_starter_reconstruction_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_identity_role_strict_prior_acquisition,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_identity_role_strict_prior_acquisition_governance,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_ivan_herrera_pa_duplicate_discrepancy_review,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_ivan_herrera_pa_duplicate_precedence_governance,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_local_starter_platform_defect_investigation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_option_b_starter_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_option_b_starter_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_option_b_pa_gap_review,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_option_b_pa_source_admission_governance,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_option_b_pa_source_admission_remediation,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_option_b_qualification_state,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_pa_admission_qualification_state,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_pa_bundle_field_blocker_review,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_pa_outcome_blocker_review,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_starter_workload_remediation_qualification_state,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_three_row_pa_remediation_qualification_state,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_workload_three_row_pa_blocker_review,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_workload_three_row_pa_recovery_governance,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_post_workload_three_row_pa_recovery_remediation,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_remaining_starter_discovery_scale_up_design,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_remaining_starter_recovery_campaign,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_side_binding_and_resume,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_blocker_review,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_identity_role_holdout_external_discovery,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_identity_role_holdout_external_discovery_execution,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_identity_role_holdout_investigation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_parent_ledger_repair,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_parent_ledger_repair_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_remediation_overlay_chain_reconciliation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_workload_external_evidence_reconstruction_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_workload_external_evidence_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_workload_external_source_pilot,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_workload_external_source_pilot_governance,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_workload_parent_source_recovery_review,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_selected_proposition_strict_prior_starter_workload_gap_review,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_starter_join_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_starter_option_b_certified_remediation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_starter_recovery_dry_run,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_historical_starter_source_gap_discovery,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_347_disagreement_over_dominance_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_bounded_production_swap,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_candidate_miss_risk_explanation_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_contract_b_promotion_grade,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_current_parent_source_repair,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_end_to_end_side_lineage_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_event_process_architecture_v1,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_event_process_architecture_v2,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_first_full_slate_production_certification,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_full_spine_replacement_candidate,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_granular_opportunity_contact_challenger,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_incumbent_betonline_independence_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_july20_directional_winrate_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_july20_outcome_and_incumbent_integrity_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_live_expected_pa_20_slate_replay,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_live_expected_pa_parent_pilot,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_local_pitch_contact_signal_experiment,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_low_probability_tail_separation_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_metric_integrity_correction_and_20_slate_replication,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_pa_first_hitless_risk_framework,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_pitcher_foundation_promotion_grade,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_probability_genesis_calibration_and_under_separation_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_production_replacement_terminal_review,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_scheduled_parent_integration,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_strict_pregame_pa_reconstruction,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits05_substitution_opportunity_loss_audit,HITS_0.5,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits_15_direct_pa_champion_challenger_pilot,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits_15_pa_opportunity_overlay_diagnostic,PLATE_APPEARANCE,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits_full_nonmarket_spine_model_reconstruction,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
