book_name,provider_book_key,artifact_path,governing_run_tag,source_observation_timestamp,ingestion_timestamp,game_identity_fields,player_identity_fields,prop_type,line,side,american_odds,two_sided_market_availability,original_source_hash,current_audit_hash,classification
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:05:37Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:05:38Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:06:23Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:06:24Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:06:26Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:06:29Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:06:31Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:07:01Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:07:02Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,local_daily_20260502T150407Z,2026-05-02T15:07:04Z,2026-05-02T15:07:25.171853+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:41:30Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:42:36Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:42:41Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:42:44Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:42:47Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:42:52Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:42:59Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:43:09Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:43:20Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,local_daily_20260503T123919Z,2026-05-03T12:43:32Z,2026-05-03T12:43:39.131503+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,local_daily_20260504T124203Z,2026-05-04T12:45:30Z,2026-05-04T12:46:42.973491+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,local_daily_20260504T124203Z,2026-05-04T12:45:48Z,2026-05-04T12:46:42.973491+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,local_daily_20260504T124203Z,2026-05-04T12:45:49Z,2026-05-04T12:46:42.973491+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,local_daily_20260504T124203Z,2026-05-04T12:45:52Z,2026-05-04T12:46:42.973491+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,local_daily_20260504T124203Z,2026-05-04T12:45:53Z,2026-05-04T12:46:42.973491+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,local_daily_20260504T124203Z,2026-05-04T12:45:57Z,2026-05-04T12:46:42.973491+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,local_daily_20260504T124203Z,2026-05-04T12:46:16Z,2026-05-04T12:46:42.973491+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,local_daily_20260504T124203Z,2026-05-04T12:46:26Z,2026-05-04T12:46:42.973491+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:19:17Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:29:36Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:29:44Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:29:45Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:29:53Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:29:54Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:30:03Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:30:20Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:30:24Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
BetMGM,betmgm,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,local_daily_20260505T163000Z,2026-05-05T16:30:25Z,2026-05-05T16:30:36.776314+00:00,provider_event_id exact,exact provider description bound to frozen player identity,batter_total_bases,1.5,selected and opposite where present,preserved in attachment,True,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,EXACT_SAME_RUN_CONTEMPORANEOUS_PRICE
