player_id,full_name,first_name,last_name,position,shoots_catches,team_abbr
"8482660","Kent Johnson","Kent","Johnson","F","L","CBJ"
"8480806","Isac Lundestrom","Isac","Lundestrom","F","L","CBJ"
"8480893","Kirill Marchenko","Kirill","Marchenko","F","R","CBJ"
"8477497","Sean Monahan","Sean","Monahan","F","L","CBJ"
"8479671","Mathieu Olivier","Mathieu","Olivier","F","R","CBJ"
"8482705","Cole Sillinger","Cole","Sillinger","F","L","CBJ"
"8481716","Dmitri Voronkov","Dmitri","Voronkov","F","L","CBJ"
"8477425","Miles Wood","Miles","Wood","F","L","CBJ"
"8481161","Jake Christiansen","Jake","Christiansen","D","L","CBJ"
"8479371","Dante Fabbro","Dante","Fabbro","D","R","CBJ"
"8475790","Erik Gudbranson","Erik","Gudbranson","D","R","CBJ"
"8483485","Denton Mateychuk","Denton","Mateychuk","D","L","CBJ"
"8478500","Ivan Provorov","Ivan","Provorov","D","L","CBJ"
"8476923","Damon Severson","Damon","Severson","D","R","CBJ"
"8478460","Zach Werenski","Zach","Werenski","D","L","CBJ"
"8482982","Jet Greaves","Jet","Greaves","G","L","CBJ"
"8478007","Elvis Merzlikins","Elvis","Merzlikins","G","L","CBJ"
"8474150","Mikael Backlund","Mikael","Backlund","F","L","CGY"
"8476399","Blake Coleman","Blake","Coleman","F","L","CGY"
"8482679","Matt Coronato","Matt","Coronato","F","R","CGY"
"8480797","Joel Farabee","Joel","Farabee","F","L","CGY"
"8480028","Morgan Frost","Morgan","Frost","F","L","CGY"
"8484860","Matvei Gridin","Matvei","Gridin","F","L","CGY"
"8484180","Samuel Honzek","Samuel","Honzek","F","L","CGY"
"8476456","Jonathan Huberdeau","Jonathan","Huberdeau","F","L","CGY"
"8475172","Nazem Kadri","Nazem","Kadri","F","L","CGY"
"8477993","Justin Kirkland","Justin","Kirkland","F","L","CGY"
"8483609","Adam Klapka","Adam","Klapka","F","R","CGY"
"8479066","Ryan Lomberg","Ryan","Lomberg","F","L","CGY"
"8481028","Martin Pospisil","Martin","Pospisil","F","L","CGY"
"8481068","Yegor Sharangovich","Yegor","Sharangovich","F","L","CGY"
"8482074","Connor Zary","Connor","Zary","F","L","CGY"
"8478397","Rasmus Andersson","Rasmus","Andersson","D","R","CGY"
"8480860","Kevin Bahl","Kevin","Bahl","D","L","CGY"
"8479402","Jake Bean","Jake","Bean","D","L","CGY"
"8477810","Joel Hanley","Joel","Hanley","D","L","CGY"
"8482624","Daniil Miromanov","Daniil","Miromanov","D","R","CGY"
"8481167","Brayden Pachal","Brayden","Pachal","D","R","CGY"
"8484768","Zayne Parekh","Zayne","Parekh","D","R","CGY"
"8477346","MacKenzie Weegar","MacKenzie","Weegar","D","R","CGY"
"8482445","Devin Cooley","Devin","Cooley","G","L","CGY"
"8481692","Dustin Wolf","Dustin","Wolf","G","L","CGY"
"8479315","Joey Anderson","Joey","Anderson","F","R","CHI"
"8484144","Connor Bedard","Connor","Bedard","F","R","CHI"
"8477479","Tyler Bertuzzi","Tyler","Bertuzzi","F","L","CHI"
"8477444","Andre Burakovsky","Andre","Burakovsky","F","L","CHI"
"8482703","Colton Dach","Colton","Dach","F","L","CHI"
"8477450","Jason Dickinson","Jason","Dickinson","F","L","CHI"
"8477987","Ryan Donato","Ryan","Donato","F","L","CHI"
"8473422","Nick Foligno","Nick","Foligno","F","L","CHI"
"8483450","Ryan Greene","Ryan","Greene","F","R","CHI"
"8478043","Sam Lafferty","Sam","Lafferty","F","R","CHI"
"8481624","Ilya Mikheyev","Ilya","Mikheyev","F","L","CHI"
"8483493","Frank Nazar","Frank","Nazar","F","R","CHI"
"8482117","Lukas Reichel","Lukas","Reichel","F","L","CHI"
"8482172","Landon Slaggert","Landon","Slaggert","F","L","CHI"
"8476882","Teuvo Teravainen","Teuvo","Teravainen","F","L","CHI"
"8481806","Louis Crevier","Louis","Crevier","D","R","CHI"
"8476891","Matt Grzelcyk","Matt","Grzelcyk","D","L","CHI"
"8482176","Wyatt Kaiser","Wyatt","Kaiser","D","L","CHI"
"8484783","Artyom Levshunov","Artyom","Levshunov","D","R","CHI"
"8476473","Connor Murphy","Connor","Murphy","D","R","CHI"
"8483506","Sam Rinzel","Sam","Rinzel","D","R","CHI"
"8481568","Alex Vlasic","Alex","Vlasic","D","L","CHI"
"8481519","Spencer Knight","Spencer","Knight","G","L","CHI"
"8482821","Arvid Soderblom","Arvid","Soderblom","G","L","CHI"
"8482947","Zakhar Bardakov","Zakhar","Bardakov","F","L","COL"
"8484149","Gavin Brindley","Gavin","Brindley","F","R","COL"
"8479525","Ross Colton","Ross","Colton","F","L","COL"
"8480835","Jack Drury","Jack","Drury","F","L","COL"
"8480448","Parker Kelly","Parker","Kelly","F","L","COL"
"8481641","Joel Kiviranta","Joel","Kiviranta","F","L","COL"
"8476455","Gabriel Landeskog","Gabriel","Landeskog","F","L","COL"
"8477476","Artturi Lehkonen","Artturi","Lehkonen","F","L","COL"
"8477492","Nathan MacKinnon","Nathan","MacKinnon","F","R","COL"
"8480039","Martin Necas","Martin","Necas","F","R","COL"
"8475754","Brock Nelson","Brock","Nelson","F","L","COL"
"8477501","Valeri Nichushkin","Valeri","Nichushkin","F","L","COL"
"8478109","Victor Olofsson","Victor","Olofsson","F","L","COL"
"8482072","Jack Ahcan","Jack","Ahcan","D","L","COL"
"8470613","Brent Burns","Brent","Burns","D","R","COL"
"8479398","Samuel Girard","Samuel","Girard","D","L","COL"
"8480069","Cale Makar","Cale","Makar","D","R","COL"
"8484258","Sam Malinski","Sam","Malinski","D","R","COL"
"8476312","Josh Manson","Josh","Manson","D","R","COL"
"8482470","Ilya Solovyov","Ilya","Solovyov","D","L","COL"
"8478038","Devon Toews","Devon","Toews","D","L","COL"
"8478406","Mackenzie Blackwood","Mackenzie","Blackwood","G","L","COL"
"8481529","Trent Miner","Trent","Miner","G","L","COL"
"8475809","Scott Wedgewood","Scott","Wedgewood","G","L","COL"
"8479414","Nathan Bastian","Nathan","Bastian","F","R","DAL"
"8473994","Jamie Benn","Jamie","Benn","F","L","DAL"
"8476278","Colin Blackwell","Colin","Blackwell","F","R","DAL"
"8482145","Mavrik Bourque","Mavrik","Bourque","F","R","DAL"
"8480840","Oskar Bäck","Oskar","Bäck","F","L","DAL"
"8475168","Matt Duchene","Matt","Duchene","F","L","DAL"
"8477454","Adam Erne","Adam","Erne","F","L","DAL"
"8476889","Radek Faksa","Radek","Faksa","F","L","DAL"
"8478449","Roope Hintz","Roope","Hintz","F","L","DAL"
"8484829","Justin Hryckowian","Justin","Hryckowian","F","L","DAL"
"8482740","Wyatt Johnston","Wyatt","Johnston","F","R","DAL"
"8478420","Mikko Rantanen","Mikko","Rantanen","F","L","DAL"
"8480027","Jason Robertson","Jason","Robertson","F","L","DAL"
"8475794","Tyler Seguin","Tyler","Seguin","F","R","DAL"
"8479351","Sam Steel","Sam","Steel","F","L","DAL"
"8483425","Lian Bichsel","Lian","Bichsel","D","L","DAL"
"8481581","Thomas Harley","Thomas","Harley","D","L","DAL"
"8480036","Miro Heiskanen","Miro","Heiskanen","D","L","DAL"
"8476902","Esa Lindell","Esa","Lindell","D","L","DAL"
"8480878","Nils Lundkvist","Nils","Lundkvist","D","R","DAL"
"8480950","Ilya Lyubushkin","Ilya","Lyubushkin","D","R","DAL"
"8475755","Alexander Petrovic","Alexander","Petrovic","D","R","DAL"
"8479193","Casey DeSmith","Casey","DeSmith","G","L","DAL"
"8479979","Jake Oettinger","Jake","Oettinger","G","L","DAL"
"8478891","Mason Appleton","Mason","Appleton","F","R","DET"
"8481013","Jonatan Berggren","Jonatan","Berggren","F","L","DET"
"8484794","Michael Brandsegg-Nygård","Michael","Brandsegg-Nygård","F","R","DET"
"8477456","J.T. Compher","J.T.","Compher","F","R","DET"
"8477429","Andrew Copp","Andrew","Copp","F","L","DET"
"8479337","Alex DeBrincat","Alex","DeBrincat","F","R","DET"
"8484471","Emmitt Finnie","Emmitt","Finnie","F","L","DET"
"8474141","Patrick Kane","Patrick","Kane","F","L","DET"
"8483464","Marco Kasper","Marco","Kasper","F","L","DET"
"8477946","Dylan Larkin","Dylan","Larkin","F","L","DET"
"8479992","Michael Rasmussen","Michael","Rasmussen","F","L","DET"
"8482078","Lucas Raymond","Lucas","Raymond","F","R","DET"
"8481725","Elmer Soderblom","Elmer","Soderblom","F","L","DET"
"8474037","James van Riemsdyk","James","van Riemsdyk","F","L","DET"
"8480879","Jacob Bernard-Docker","Jacob","Bernard-Docker","D","R","DET"
"8475279","Ben Chiarot","Ben","Chiarot","D","L","DET"
"8482762","Simon Edvinsson","Simon","Edvinsson","D","L","DET"
"8474612","Travis Hamonic","Travis","Hamonic","D","R","DET"
"8481607","Albert Johansson","Albert","Johansson","D","L","DET"
"8484223","Axel Sandin-Pellikka","Axel","Sandin-Pellikka","D","R","DET"
"8481542","Moritz Seider","Moritz","Seider","D","R","DET"
"8476434","John Gibson","John","Gibson","G","L","DET"
"8475660","Cam Talbot","Cam","Talbot","G","L","DET"
"8477934","Leon Draisaitl","Leon","Draisaitl","F","L","EDM"
"8479365","Trent Frederic","Trent","Frederic","F","L","EDM"
"8474641","Adam Henrique","Adam","Henrique","F","L","EDM"
"8483455","Isaac Howard","Isaac","Howard","F","L","EDM"
"8475786","Zach Hyman","Zach","Hyman","F","R","EDM"
"8477406","Mattias Janmark","Mattias","Janmark","F","L","EDM"
"8477953","Kasperi Kapanen","Kasperi","Kapanen","F","R","EDM"
"8477508","Curtis Lazar","Curtis","Lazar","F","R","EDM"
"8478233","Andrew Mangiapane","Andrew","Mangiapane","F","L","EDM"
"8478402","Connor McDavid","Connor","McDavid","F","L","EDM"
"8476454","Ryan Nugent-Hopkins","Ryan","Nugent-Hopkins","F","L","EDM"
"8481491","Noah Philp","Noah","Philp","F","R","EDM"
"8481617","Vasily Podkolzin","Vasily","Podkolzin","F","L","EDM"
"8478458","Jack Roslovic","Jack","Roslovic","F","R","EDM"
"8483512","Matt Savoie","Matt","Savoie","F","R","EDM"
"8485493","David Tomasek","David","Tomasek","F","R","EDM"
"8480803","Evan Bouchard","Evan","Bouchard","D","R","EDM"
"8475218","Mattias Ekholm","Mattias","Ekholm","D","L","EDM"
"8480834","Ty Emberson","Ty","Emberson","D","R","EDM"
"8476967","Brett Kulak","Brett","Kulak","D","L","EDM"
"8477498","Darnell Nurse","Darnell","Nurse","D","L","EDM"
"8480831","Alec Regula","Alec","Regula","D","R","EDM"
"8479442","Troy Stecher","Troy","Stecher","D","R","EDM"
"8478013","Jake Walman","Jake","Walman","D","L","EDM"
"8475717","Calvin Pickard","Calvin","Pickard","G","L","EDM"
"8479973","Stuart Skinner","Stuart","Skinner","G","L","EDM"
"8477493","Aleksander Barkov","Aleksander","Barkov","F","L","FLA"
"8477935","Sam Bennett","Sam","Bennett","F","L","FLA"
"8480003","Jesper Boqvist","Jesper","Boqvist","F","L","FLA"
"8479981","Jonah Gadjovich","Jonah","Gadjovich","F","L","FLA"
"8478421","A.J. Greer","A.J.","Greer","F","L","FLA"
"8479393","Noah Gregor","Noah","Gregor","F","L","FLA"
"8479316","Luke Kunin","Luke","Kunin","F","R","FLA"
"8482113","Anton Lundell","Anton","Lundell","F","L","FLA"
"8480185","Eetu Luostarinen","Eetu","Luostarinen","F","L","FLA"
"8473419","Brad Marchand","Brad","Marchand","F","L","FLA"
"8477933","Sam Reinhart","Sam","Reinhart","F","R","FLA"
"8478542","Evan Rodrigues","Evan","Rodrigues","F","R","FLA"
"8482713","Mackie Samoskevich","Mackie","Samoskevich","F","R","FLA"
"8481655","Cole Schwindt","Cole","Schwindt","F","R","FLA"
"8477409","Carter Verhaeghe","Carter","Verhaeghe","F","L","FLA"
"8484304","Uvis Balinskis","Uvis","Balinskis","D","L","FLA"
"8481600","Tobias Bjornfot","Tobias","Bjornfot","D","L","FLA"
"8477932","Aaron Ekblad","Aaron","Ekblad","D","R","FLA"
"8478055","Gustav Forsling","Gustav","Forsling","D","L","FLA"
"8477495","Seth Jones","Seth","Jones","D","R","FLA"
"8475179","Dmitry Kulikov","Dmitry","Kulikov","D","L","FLA"
"8478859","Niko Mikkola","Niko","Mikkola","D","L","FLA"
"8473507","Jeff Petry","Jeff","Petry","D","R","FLA"
"8475683","Sergei Bobrovsky","Sergei","Bobrovsky","G","L","FLA"
"8480193","Daniil Tarasov","Daniil","Tarasov","G","L","FLA"
"8476469","Joel Armia","Joel","Armia","F","R","LAK"
"8482124","Quinton Byfield","Quinton","Byfield","F","L","LAK"
"8476479","Phillip Danault","Phillip","Danault","F","L","LAK"
"8477942","Kevin Fiala","Kevin","Fiala","F","L","LAK"
"8477998","Warren Foegele","Warren","Foegele","F","L","LAK"
"8482726","Samuel Helenius","Samuel","Helenius","F","L","LAK"
"8477960","Adrian Kempe","Adrian","Kempe","F","L","LAK"
"8471685","Anze Kopitar","Anze","Kopitar","F","L","LAK"
"8483808","Andrei Kuzmenko","Andrei","Kuzmenko","F","R","LAK"
"8482155","Alex Laferriere","Alex","Laferriere","F","R","LAK"
"8482408","Jeff Malott","Jeff","Malott","F","L","LAK"
"8479675","Trevor Moore","Trevor","Moore","F","L","LAK"
"8481532","Alex Turcotte","Alex","Turcotte","F","L","LAK"
"8479998","Mikey Anderson","Mikey","Anderson","D","L","LAK"
"8477335","Kyle Burroughs","Kyle","Burroughs","D","R","LAK"
"8476879","Cody Ceci","Cody","Ceci","D","R","LAK"
"8482730","Brandt Clarke","Brandt","Clarke","D","R","LAK"
"8474563","Drew Doughty","Drew","Doughty","D","R","LAK"
"8475208","Brian Dumoulin","Brian","Dumoulin","D","L","LAK"
"8476441","Joel Edmundson","Joel","Edmundson","D","L","LAK"
"8479421","Jacob Moverare","Jacob","Moverare","D","L","LAK"
"8476341","Anton Forsberg","Anton","Forsberg","G","L","LAK"
"8475311","Darcy Kuemper","Darcy","Kuemper","G","L","LAK"
"8481557","Matt Boldy","Matt","Boldy","F","L","MIN"
"8478493","Joel Eriksson Ek","Joel","Eriksson Ek","F","L","MIN"
"8475220","Marcus Foligno","Marcus","Foligno","F","L","MIN"
"8477451","Ryan Hartman","Ryan","Hartman","F","R","MIN"
"8476994","Vinnie Hinostroza","Vinnie","Hinostroza","F","R","MIN"
"8475149","Marcus Johansson","Marcus","Johansson","F","L","MIN"
"8480259","Ben Jones","Ben","Jones","F","L","MIN"
"8478864","Kirill Kaprizov","Kirill","Kaprizov","F","L","MIN"
"8483499","Liam Ohgren","Liam","Ohgren","F","L","MIN"
"8482079","Marco Rossi","Marco","Rossi","F","L","MIN"
"8481477","Nico Sturm","Nico","Sturm","F","L","MIN"
"8475765","Vladimir Tarasenko","Vladimir","Tarasenko","F","L","MIN"
"8478508","Yakov Trenin","Yakov","Trenin","F","L","MIN"
"8483525","Danila Yurov","Danila","Yurov","F","L","MIN"
"8474567","Zach Bogosian","Zach","Bogosian","D","R","MIN"
"8476463","Jonas Brodin","Jonas","Brodin","D","L","MIN"
"8484798","Zeev Buium","Zeev","Buium","D","L","MIN"
"8482122","Brock Faber","Brock","Faber","D","R","MIN"
"8482094","Daemon Hunt","Daemon","Hunt","D","L","MIN"
"8483460","David Jiricek","David","Jiricek","D","R","MIN"
"8478136","Jake Middleton","Jake","Middleton","D","L","MIN"
"8474716","Jared Spurgeon","Jared","Spurgeon","D","R","MIN"
"8479406","Filip Gustavsson","Filip","Gustavsson","G","L","MIN"
"8482661","Jesper Wallstedt","Jesper","Wallstedt","G","L","MIN"
"8476981","Josh Anderson","Josh","Anderson","F","R","MTL"
"8482737","Zack Bolduc","Zack","Bolduc","F","L","MTL"
"8481540","Cole Caufield","Cole","Caufield","F","R","MTL"
"8481523","Kirby Dach","Kirby","Dach","F","R","MTL"
"8484984","Ivan Demidov","Ivan","Demidov","F","L","MTL"
"8478133","Jake Evans","Jake","Evans","F","R","MTL"
"8475848","Brendan Gallagher","Brendan","Gallagher","F","R","MTL"
"8482775","Oliver Kapanen","Oliver","Kapanen","F","R","MTL"
"8479339","Patrik Laine","Patrik","Laine","F","R","MTL"
"8481618","Alex Newhook","Alex","Newhook","F","L","MTL"
"8483515","Juraj Slafkovský","Juraj","Slafkovský","F","L","MTL"
"8480018","Nick Suzuki","Nick","Suzuki","F","R","MTL"
"8480813","Joe Veleno","Joe","Veleno","F","L","MTL"
"8478851","Alexandre Carrier","Alexandre","Carrier","D","R","MTL"
"8480865","Noah Dobson","Noah","Dobson","D","R","MTL"
"8482087","Kaiden Guhle","Kaiden","Guhle","D","L","MTL"
"8483457","Lane Hutson","Lane","Hutson","D","L","MTL"
"8476875","Mike Matheson","Mike","Matheson","D","L","MTL"
"8481593","Jayden Struble","Jayden","Struble","D","L","MTL"
"8482964","Arber Xhekaj","Arber","Xhekaj","D","L","MTL"
"8482487","Jakub Dobes","Jakub","Dobes","G","L","MTL"
"8478470","Sam Montembeault","Sam","Montembeault","G","L","MTL"
"8479407","Jesper Bratt","Jesper","Bratt","F","L","NJD"
"8477015","Connor Brown","Connor","Brown","F","R","NJD"
"8481032","Paul Cotter","Paul","Cotter","F","L","NJD"
"8474149","Evgenii Dadonov","Evgenii","Dadonov","F","L","NJD"
"8479996","Cody Glass","Cody","Glass","F","R","NJD"
"8476822","Luke Glendening","Luke","Glendening","F","R","NJD"
"8481721","Arseny Gritsyuk","Arseny","Gritsyuk","F","L","NJD"
"8483531","Brian Halonen","Brian","Halonen","F","R","NJD"
"8480002","Nico Hischier","Nico","Hischier","F","L","NJD"
"8481559","Jack Hughes","Jack","Hughes","F","L","NJD"
"8477996","Juho Lammikko","Juho","Lammikko","F","L","NJD"
"8479772","Zack MacEwen","Zack","MacEwen","F","R","NJD"
"8483397","Marc McLaughlin","Marc","McLaughlin","F","R","NJD"
"8478414","Timo Meier","Timo","Meier","F","L","NJD"
"8482110","Dawson Mercer","Dawson","Mercer","F","R","NJD"
"8476292","Ondrej Palat","Ondrej","Palat","F","L","NJD"
"8483429","Seamus Casey","Seamus","Casey","D","R","NJD"
"8479395","Dennis Cholowski","Dennis","Cholowski","D","L","NJD"
"8475455","Brenden Dillon","Brenden","Dillon","D","L","NJD"
"8476462","Dougie Hamilton","Dougie","Hamilton","D","R","NJD"
"8482684","Luke Hughes","Luke","Hughes","D","L","NJD"
"8483495","Simon Nemec","Simon","Nemec","D","R","NJD"
"8477488","Brett Pesce","Brett","Pesce","D","R","NJD"
"8478399","Jonas Siegenthaler","Jonas","Siegenthaler","D","L","NJD"
"8474596","Jake Allen","Jake","Allen","G","L","NJD"
"8474593","Jacob Markstrom","Jacob","Markstrom","G","L","NJD"
"8478047","Michael Bunting","Michael","Bunting","F","L","NSH"
"8482146","Luke Evangelista","Luke","Evangelista","F","R","NSH"
"8476887","Filip Forsberg","Filip","Forsberg","F","R","NSH"
"8475287","Erik Haula","Erik","Haula","F","L","NSH"
"8479370","Tyson Jost","Tyson","Jost","F","L","NSH"
"8483465","Joakim Kemell","Joakim","Kemell","F","R","NSH"
"8476539","Jonathan Marchessault","Jonathan","Marchessault","F","R","NSH"
"8485405","Brady Martin","Brady","Martin","F","R","NSH"
"8477446","Michael McCarron","Michael","McCarron","F","R","NSH"
"8475158","Ryan O'Reilly","Ryan","O'Reilly","F","L","NSH"
"8482062","Cole Smith","Cole","Smith","F","L","NSH"
"8474564","Steven Stamkos","Steven","Stamkos","F","R","NSH"
"8482768","Fedor Svechkov","Fedor","Svechkov","F","L","NSH"
"8482103","Ozzy Wiesblatt","Ozzy","Wiesblatt","F","R","NSH"
"8482111","Justin Barron","Justin","Barron","D","R","NSH"
"8483565","Nick Blankenburg","Nick","Blankenburg","D","R","NSH"
"8479980","Nicolas Hague","Nicolas","Hague","D","L","NSH"
"8474600","Roman Josi","Roman","Josi","D","L","NSH"
"8480246","Nick Perbix","Nick","Perbix","D","R","NSH"
"8476869","Brady Skjei","Brady","Skjei","D","L","NSH"
"8481056","Spencer Stastney","Spencer","Stastney","D","L","NSH"
"8482482","Adam Wilsby","Adam","Wilsby","D","L","NSH"
"8481020","Justus Annunen","Justus","Annunen","G","L","NSH"
"8477424","Juuse Saros","Juuse","Saros","G","L","NSH"
"8478445","Mathew Barzal","Mathew","Barzal","F","R","NYI"
"8475231","Casey Cizikas","Casey","Cizikas","F","L","NYI"
"8477494","Jonathan Drouin","Jonathan","Drouin","F","L","NYI"
"8477407","Anthony Duclair","Anthony","Duclair","F","L","NYI"
"8483553","Marc Gatcomb","Marc","Gatcomb","F","R","NYI"
"8482476","Emil Heineman","Emil","Heineman","F","L","NYI"
"8481601","Simon Holmstrom","Simon","Holmstrom","F","L","NYI"
"8477500","Bo Horvat","Bo","Horvat","F","L","NYI"
"8475314","Anders Lee","Anders","Lee","F","L","NYI"
"8481237","Kyle MacLean","Kyle","MacLean","F","L","NYI"
"8476419","Jean-Gabriel Pageau","Jean-Gabriel","Pageau","F","R","NYI"
"8475151","Kyle Palmieri","Kyle","Palmieri","F","R","NYI"
"8485702","Max Shabanov","Max","Shabanov","F","L","NYI"
