period,feature,feature_role,games,mean_feature_value,training_center,training_scale,frozen_coefficient,mean_log_location_contribution_vs_training_center,implied_multiplicative_location_factor
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,home recent bullpen innings burden,2433,9.460200027401013,9.605542978665019,3.32833409975341,-0.000834537374008508,3.644289342452018e-05,1.000036443557475
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,away recent bullpen innings burden,2433,9.180161665981643,9.224806201550388,3.2275133293466984,0.007154814495771844,-9.896887716615988e-05,0.9999010360200916
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,regressed strict-prior venue run factor,2433,0.9972928242134382,1.0080243915561882,0.058277054946043745,0.04347158492532503,-0.00800517873722562,0.992026777377757
FROZEN_2025_VALIDATION,park_history_depth,number of prior venue games supporting the park state,2433,190.38923140156186,80.043836180284,46.75071640123089,-0.02681303790069205,-0.06328662942493578,0.9386743834276583
FROZEN_2025_VALIDATION,game_number,doubleheader/game-number state,2433,1.011508425811755,1.0131714344515332,0.11400854251336694,0.003839049993724805,-5.599907837920343e-05,0.99994400248954
2026_SEQUENTIAL_EARLY,league_total,strict-prior league run environment,1281,8.963463462770862,9.12713348290902,0.11622389197806818,-0.01265250483616578,0.017817642191195613,1.017977323348569
2026_SEQUENTIAL_EARLY,home_offense,home-team strict-prior runs scored state,1281,4.4793117126564095,4.570371380309777,0.6330104783604718,0.01438300487029133,-0.002069020479309782,0.9979331184681325
2026_SEQUENTIAL_EARLY,home_prevention,home-team strict-prior runs allowed state,1281,4.483821929212158,4.558559917513907,0.6423759599340648,-0.013582351836678185,0.0015802547355353953,1.0015815039960132
2026_SEQUENTIAL_EARLY,away_offense,away-team strict-prior runs scored state,1281,4.4835223110789775,4.559919885143778,0.6138253712323717,0.013564475744245507,-0.0016882538404051717,0.9983131704584709
2026_SEQUENTIAL_EARLY,away_prevention,away-team strict-prior runs allowed state,1281,4.482314365933831,4.567582879203796,0.672491566445702,-0.013586090275206979,0.0017226472073712724,1.0017241318164354
2026_SEQUENTIAL_EARLY,home_starter_ra9,home probable starter strict-prior RA9 or governed fallback,1281,4.34050678216194,4.621325646023378,2.3152757588117585,0.013753975761015624,-0.0016682141779812867,0.9983331765178568
2026_SEQUENTIAL_EARLY,away_starter_ra9,away probable starter strict-prior RA9 or governed fallback,1281,4.304117557476185,4.567044285917361,2.1739521611910138,0.006799765020473005,-0.0008223915884249422,0.9991779464828554
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,home probable starter history depth,1281,48.70725995316159,18.73677711463264,15.546598179262267,0.012677233712015375,0.024438967999622335,1.0247400472636785
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,away probable starter history depth,1281,48.59328649492584,18.666803869108872,15.472110456847977,0.0008268356527004493,0.0015992829720262354,1.0016005625070605
2026_SEQUENTIAL_EARLY,home_expected_outs,home probable starter expected workload,1281,15.367017954722874,15.678414157977553,3.0192965685908484,-0.011065970207803344,0.0011412926917767497,1.0011419442141165
2026_SEQUENTIAL_EARLY,away_expected_outs,away probable starter expected workload,1281,15.364910226385634,15.801231001162217,3.011490034385665,0.007419496809107899,-0.0010749763602862917,0.9989256012198211
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,home starter workload uncertainty,1281,2.3973813414490697,2.5668069657264914,1.5663261696556983,0.010362819278096425,-0.001120920507796612,0.9988797074889291
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,away starter workload uncertainty,1281,2.3076785985979624,2.5474192247470175,1.5654398149378506,0.0014323801126656583,-0.00021936308366320192,0.9997806609746588
2026_SEQUENTIAL_EARLY,home_bullpen_ra9,home bullpen strict-prior RA9,1281,4.538393014135894,4.543327985645738,0.7479101918157626,0.015070549615556185,-9.944072671331649e-05,0.9999005642173519
2026_SEQUENTIAL_EARLY,away_bullpen_ra9,away bullpen strict-prior RA9,1281,4.537589721960736,4.553736276372421,0.84110065379265,0.010854280711089645,-0.00020836891911929528,0.9997916527881762
2026_SEQUENTIAL_EARLY,home_bullpen_likely_available_reliever_count,home likely-available reliever count,1281,9.323965651834504,9.422309117102284,3.0976234406358305,-0.01084444912895344,0.0003442899780105378,1.0003443492526074
2026_SEQUENTIAL_EARLY,away_bullpen_likely_available_reliever_count,away likely-available reliever count,1281,9.30991412958626,9.578925704877546,3.1170643465278403,0.003558827664027518,-0.00030713701408078967,0.9996929101476634
2026_SEQUENTIAL_EARLY,home_bullpen_recent_innings_burden,home recent bullpen innings burden,1281,9.82383554514702,9.605542978665019,3.32833409975341,-0.000834537374008508,-5.4734080094592506e-05,0.9999452674177879
2026_SEQUENTIAL_EARLY,away_bullpen_recent_innings_burden,away recent bullpen innings burden,1281,9.333333333333334,9.224806201550388,3.2275133293466984,0.007154814495771844,0.00024058506237752312,1.0002406140052846
2026_SEQUENTIAL_EARLY,strict_prior_total_run_factor,regressed strict-prior venue run factor,1281,0.9965291883624895,1.0080243915561882,0.058277054946043745,0.04347158492532503,-0.008574810486415353,0.9914618483453485
2026_SEQUENTIAL_EARLY,park_history_depth,number of prior venue games supporting the park state,1281,254.24980483996876,80.043836180284,46.75071640123089,-0.02681303790069205,-0.09991272005568491,0.9049163956419504
2026_SEQUENTIAL_EARLY,game_number,doubleheader/game-number state,1281,1.0062451209992194,1.0131714344515332,0.11400854251336694,0.003839049993724805,-0.00023323220374055738,0.9997667949927754
2026_LATE_HOLDOUT,league_total,strict-prior league run environment,439,8.978576574525436,9.12713348290902,0.11622389197806818,-0.01265250483616578,0.016172380478566565,1.0163038612531847
2026_LATE_HOLDOUT,home_offense,home-team strict-prior runs scored state,439,4.497937439115997,4.570371380309777,0.6330104783604718,0.01438300487029133,-0.0016458143499660427,0.9983555392597726
2026_LATE_HOLDOUT,home_prevention,home-team strict-prior runs allowed state,439,4.487623751188307,4.558559917513907,0.6423759599340648,-0.013582351836678185,0.0014998692807220205,1.0015009946472155
2026_LATE_HOLDOUT,away_offense,away-team strict-prior runs scored state,439,4.4837370010154896,4.559919885143778,0.6138253712323717,0.013564475744245507,-0.001683509565285841,0.9983179067420419
2026_LATE_HOLDOUT,away_prevention,away-team strict-prior runs allowed state,439,4.481671435758336,4.567582879203796,0.672491566445702,-0.013586090275206979,0.0017356360801553678,1.0017371431682494
2026_LATE_HOLDOUT,home_starter_ra9,home probable starter strict-prior RA9 or governed fallback,439,4.326005237789899,4.621325646023378,2.3152757588117585,0.013753975761015624,-0.0017543611041222604,0.9982471768877904
2026_LATE_HOLDOUT,away_starter_ra9,away probable starter strict-prior RA9 or governed fallback,439,4.288391622884512,4.567044285917361,2.1739521611910138,0.006799765020473005,-0.0008715797269036297,0.9991287999883811
2026_LATE_HOLDOUT,home_starter_prior_starts,home probable starter history depth,439,52.21412300683371,18.73677711463264,15.546598179262267,0.012677233712015375,0.02729858539082342,1.0276746055815371
2026_LATE_HOLDOUT,away_starter_prior_starts,away probable starter history depth,439,53.14123006833713,18.666803869108872,15.472110456847977,0.0008268356527004493,0.001842326860799792,1.0018440249876055
2026_LATE_HOLDOUT,home_expected_outs,home probable starter expected workload,439,15.456074411541383,15.678414157977553,3.0192965685908484,-0.011065970207803344,0.0008148934542132477,1.000815225570091
2026_LATE_HOLDOUT,away_expected_outs,away probable starter expected workload,439,15.398025816249051,15.801231001162217,3.011490034385665,0.007419496809107899,-0.0009933885049329956,0.9990071047420858
2026_LATE_HOLDOUT,home_workload_uncertainty_outs,home starter workload uncertainty,439,2.425486780022996,2.5668069657264914,1.5663261696556983,0.010362819278096425,-0.0009349748303792079,0.999065462122397
2026_LATE_HOLDOUT,away_workload_uncertainty_outs,away starter workload uncertainty,439,2.468888955601659,2.5474192247470175,1.5654398149378506,0.0014323801126656583,-7.185533081037617e-05,0.9999281472507221
2026_LATE_HOLDOUT,home_bullpen_ra9,home bullpen strict-prior RA9,439,4.53910050097706,4.543327985645738,0.7479101918157626,0.015070549615556185,-8.51847162205896e-05,0.9999148189118944
2026_LATE_HOLDOUT,away_bullpen_ra9,away bullpen strict-prior RA9,439,4.538944152916009,4.553736276372421,0.84110065379265,0.010854280711089645,-0.0001908901860734635,0.9998091280322988
2026_LATE_HOLDOUT,home_bullpen_likely_available_reliever_count,home likely-available reliever count,439,10.740318906605923,9.422309117102284,3.0976234406358305,-0.01084444912895344,-0.004614211632773864,0.9953964174871016
2026_LATE_HOLDOUT,away_bullpen_likely_available_reliever_count,away likely-available reliever count,439,10.876993166287017,9.578925704877546,3.1170643465278403,0.003558827664027518,0.001482034978387231,1.0014831337349572
2026_LATE_HOLDOUT,home_bullpen_recent_innings_burden,home recent bullpen innings burden,439,9.57630979498861,9.605542978665019,3.32833409975341,-0.000834537374008508,7.329848389026227e-06,1.0000073298752525
2026_LATE_HOLDOUT,away_bullpen_recent_innings_burden,away recent bullpen innings burden,439,9.299164768413059,9.224806201550388,3.2275133293466984,0.007154814495771844,0.0001648395212612635,1.0001648531080416
2026_LATE_HOLDOUT,strict_prior_total_run_factor,regressed strict-prior venue run factor,439,0.9966653287719573,1.0080243915561882,0.058277054946043745,0.04347158492532503,-0.00847325697830775,0.9915625398869059
2026_LATE_HOLDOUT,park_history_depth,number of prior venue games supporting the park state,439,283.5512528473804,80.043836180284,46.75071640123089,-0.02681303790069205,-0.11671804190840415,0.8898360542712853
2026_LATE_HOLDOUT,game_number,doubleheader/game-number state,439,1.020501138952164,1.0131714344515332,0.11400854251336694,0.003839049993724805,0.0002468157332495713,1.0002468461947587
PROSPECTIVE_AUG06_15,league_total,strict-prior league run environment,126,8.969707057256986,9.12713348290902,0.11622389197806818,-0.01265250483616578,0.01713794451383985,1.0172856416201492
PROSPECTIVE_AUG06_15,home_offense,home-team strict-prior runs scored state,126,4.479118114041177,4.570371380309777,0.6330104783604718,0.01438300487029133,-0.0020734193477660845,0.9979287287012711
PROSPECTIVE_AUG06_15,home_prevention,home-team strict-prior runs allowed state,126,4.482920306418019,4.558559917513907,0.6423759599340648,-0.013582351836678185,0.0015993185840879132,1.0016005981761222
PROSPECTIVE_AUG06_15,away_offense,away-team strict-prior runs scored state,126,4.4954683626066965,4.559919885143778,0.6138253712323717,0.013564475744245507,-0.0014242668275159503,0.998576746959124
PROSPECTIVE_AUG06_15,away_prevention,away-team strict-prior runs allowed state,126,4.488548999057082,4.567582879203796,0.672491566445702,-0.013586090275206979,0.0015966912955477745,1.0015979666858057
PROSPECTIVE_AUG06_15,home_starter_ra9,home probable starter strict-prior RA9 or governed fallback,126,4.395507161468069,4.621325646023378,2.3152757588117585,0.013753975761015624,-0.0013414825215278005,0.9986594168639351
PROSPECTIVE_AUG06_15,away_starter_ra9,away probable starter strict-prior RA9 or governed fallback,126,4.283144187040012,4.567044285917361,2.1739521611910138,0.006799765020473005,-0.0008879928436867781,0.9991124013052827
PROSPECTIVE_AUG06_15,home_starter_prior_starts,home probable starter history depth,126,51.698412698412696,18.73677711463264,15.546598179262267,0.012677233712015375,0.026878057373557904,1.0272425304734696
PROSPECTIVE_AUG06_15,away_starter_prior_starts,away probable starter history depth,126,55.333333333333336,18.666803869108872,15.472110456847977,0.0008268356527004493,0.001959473719268457,1.0019613947424233
PROSPECTIVE_AUG06_15,home_expected_outs,home probable starter expected workload,126,15.598809523809527,15.678414157977553,3.0192965685908484,-0.011065970207803344,0.00029175753030368727,1.0002918000956713
PROSPECTIVE_AUG06_15,away_expected_outs,away probable starter expected workload,126,16.023809523809526,15.801231001162217,3.011490034385665,0.007419496809107899,0.0005483732702753385,1.0005485236543847
PROSPECTIVE_AUG06_15,home_workload_uncertainty_outs,home starter workload uncertainty,126,2.388106307038945,2.5668069657264914,1.5663261696556983,0.010362819278096425,-0.0011822841670728755,0.9988184144555023
PROSPECTIVE_AUG06_15,away_workload_uncertainty_outs,away starter workload uncertainty,126,2.456769100064865,2.5474192247470175,1.5654398149378506,0.0014323801126656583,-8.294501939094532e-05,0.9999170584204521
PROSPECTIVE_AUG06_15,home_bullpen_ra9,home bullpen strict-prior RA9,126,4.542705491368044,4.543327985645738,0.7479101918157626,0.015070549615556185,-1.2543392241540231e-05,0.9999874566864265
PROSPECTIVE_AUG06_15,away_bullpen_ra9,away bullpen strict-prior RA9,126,4.551906992705978,4.553736276372421,0.84110065379265,0.010854280711089645,-2.360663771482376e-05,0.9999763936409196
PROSPECTIVE_AUG06_15,home_bullpen_likely_available_reliever_count,home likely-available reliever count,126,13.341269841269842,9.422309117102284,3.0976234406358305,-0.01084444912895344,-0.013719863316529564,0.9863738250548756
PROSPECTIVE_AUG06_15,away_bullpen_likely_available_reliever_count,away likely-available reliever count,126,13.087301587301587,9.578925704877546,3.1170643465278403,0.003558827664027518,0.004005597497557503,1.0040136306254581
PROSPECTIVE_AUG06_15,home_bullpen_recent_innings_burden,home recent bullpen innings burden,126,1.5185185185185186,9.605542978665019,3.32833409975341,-0.000834537374008508,0.002027718358266151,1.002029775569383
PROSPECTIVE_AUG06_15,away_bullpen_recent_innings_burden,away recent bullpen innings burden,126,1.5925925925925928,9.224806201550388,3.2275133293466984,0.007154814495771844,-0.016919239981962132,0.9832230865428212
PROSPECTIVE_AUG06_15,strict_prior_total_run_factor,regressed strict-prior venue run factor,126,0.9955065310840528,1.0080243915561882,0.058277054946043745,0.04347158492532503,-0.009337658450682263,0.9907058021035224
PROSPECTIVE_AUG06_15,park_history_depth,number of prior venue games supporting the park state,126,291.26984126984127,80.043836180284,46.75071640123089,-0.02681303790069205,-0.12114490035769707,0.8859055822563845
PROSPECTIVE_AUG06_15,game_number,doubleheader/game-number state,126,1.0,1.0131714344515332,0.11400854251336694,0.003839049993724805,-0.00044352637296961116,0.9995565719703123
