feature_a,feature_b,standardized_value_correlation,direct_contribution_correlation,absolute_direct_contribution_correlation,coefficient_a,coefficient_b,coefficient_sign_relationship,absolute_coefficient_ratio_max_over_min,home_away_conceptual_pair,concept_name,shared_upstream_construction,source_lineage_a,source_lineage_b,overlapping_source_lineage,stage1_temporal_effect_a,stage1_temporal_effect_b,stage1_classification_a,stage1_classification_b,stage1_temporal_effect_similarity,stage1_metric_delta_cosine_similarity,opposite_temporal_behavior,mean_direct_log_contribution_a,mean_direct_log_contribution_b,opposite_signed_mean_contribution,common_missing_fallback_behavior,all_governed_rows_complete_for_both,strict_prior_overlap_relationship_inspected,candidate_discovery_used_joint_performance,candidate_id,candidate_decision,candidate_decision_reason
league_total,home_bullpen_recent_innings_burden,-0.07187892313891031,-0.07187892313891027,0.07187892313891027,-0.01265250483616578,-0.000834537374008508,SAME,15.161100305660833,False,NONE,False,STRICT_PRIOR_LEAGUE_RUN_STATE,STRICT_PRIOR_BULLPEN_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,CONSISTENTLY_BENEFICIAL,NEGLIGIBLE,UNRESOLVED,NEUTRAL_IN_FROZEN_CHAMPION,False,-0.20488200624868685,False,0.01727454800792342,-5.395029371042221e-06,True,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
league_total,away_bullpen_recent_innings_burden,-0.028656945265266336,0.02865694526526627,0.02865694526526627,-0.01265250483616578,0.007154814495771844,OPPOSITE,1.768390339629743,False,NONE,False,STRICT_PRIOR_LEAGUE_RUN_STATE,STRICT_PRIOR_BULLPEN_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,CONSISTENTLY_BENEFICIAL,CONSISTENTLY_HARMFUL,UNRESOLVED,POTENTIALLY_HARMFUL_IN_FROZEN_CHAMPION,False,0.09551899276419284,False,0.01727454800792342,5.70933884725751e-05,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
league_total,strict_prior_total_run_factor,0.016565913661908516,-0.016565913661908512,0.016565913661908512,-0.01265250483616578,0.04347158492532503,OPPOSITE,3.4358085998170367,False,NONE,False,STRICT_PRIOR_LEAGUE_RUN_STATE,STRICT_PRIOR_PARK_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,CONSISTENTLY_BENEFICIAL,CONSISTENTLY_BENEFICIAL,UNRESOLVED,STRONGLY_REQUIRED_IN_FROZEN_CHAMPION,True,0.12307060813980417,False,0.01727454800792342,-0.008201548805872856,True,NO_COMMON_FALLBACK_CONTRACT,True,True,False,,DECLINE_WITH_REASON,strict-prior overlap inspected; direct-contribution correlation below the predeclared material threshold or a stronger bounded relationship ranked above it
league_total,park_history_depth,-0.058700077257480714,-0.05870007725748071,0.05870007725748071,-0.01265250483616578,-0.02681303790069205,SAME,2.1191881171268125,False,NONE,False,STRICT_PRIOR_LEAGUE_RUN_STATE,STRICT_PRIOR_PARK_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,CONSISTENTLY_BENEFICIAL,MIXED,UNRESOLVED,TEMPORALLY_UNSTABLE,False,-0.3703356115531694,True,0.01727454800792342,-0.08174451475143947,True,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
league_total,game_number,0.0017597418224713432,-0.0017597418224713278,0.0017597418224713278,-0.01265250483616578,0.003839049993724805,OPPOSITE,3.295738491774575,False,NONE,False,STRICT_PRIOR_LEAGUE_RUN_STATE,OFFICIAL_SCHEDULE_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,CONSISTENTLY_BENEFICIAL,MOSTLY_BENEFICIAL,UNRESOLVED,MODERATELY_REQUIRED_IN_FROZEN_CHAMPION,False,-0.27716722982152825,False,0.01727454800792342,-8.405218475914433e-05,True,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,home_prevention,-0.4750619601465229,0.4750619601465228,0.4750619601465228,0.01438300487029133,-0.013582351836678185,OPPOSITE,1.0589480410491972,False,NONE,True,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_TEAM_RUN_STATE,SAME_GOVERNED_STATE_FAMILY,MIXED,MOSTLY_HARMFUL,TEMPORALLY_UNSTABLE,POTENTIALLY_HARMFUL_IN_FROZEN_CHAMPION,False,-0.022932924614128603,False,-0.001960521200117325,0.0015607165257989963,True,SAME_SIDE_STATE_DEPENDENT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,away_offense,-0.028480854356295618,-0.028480854356295604,0.028480854356295604,0.01438300487029133,0.013564475744245507,SAME,1.0603435872848288,True,OFFENSE_CONCEPT,True,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_TEAM_RUN_STATE,SAME_GOVERNED_STATE_FAMILY,MIXED,MOSTLY_HARMFUL,TEMPORALLY_UNSTABLE,POTENTIALLY_HARMFUL_IN_FROZEN_CHAMPION,False,0.5797719484666949,False,-0.001960521200117325,-0.001676755220103229,False,SIDE_SPECIFIC_SHARED_CONTRACT,True,False,False,S2_01,TEST,exact home/away offense concept; unstable/harmful Stage-1 contrast and material combined movement
home_offense,away_prevention,0.06264168288654873,-0.06264168288654877,0.06264168288654877,0.01438300487029133,-0.013586090275206979,OPPOSITE,1.058656653896863,False,NONE,True,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_TEAM_RUN_STATE,SAME_GOVERNED_STATE_FAMILY,MIXED,MIXED,TEMPORALLY_UNSTABLE,TEMPORALLY_UNSTABLE,True,0.19254705447518805,False,-0.001960521200117325,0.0016799594295618379,True,SAME_SIDE_STATE_DEPENDENT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,home_starter_ra9,-0.08517936725058596,-0.085179367250586,0.085179367250586,0.01438300487029133,0.013753975761015624,SAME,1.0457343476683034,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_STARTER_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,MIXED,MIXED,TEMPORALLY_UNSTABLE,TEMPORALLY_UNSTABLE,True,0.1683401286489303,False,-0.001960521200117325,-0.0014747437665599866,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,away_starter_ra9,0.012676612802258007,0.012676612802257986,0.012676612802257986,0.01438300487029133,0.006799765020473005,SAME,2.1152208682191813,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_STARTER_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,MIXED,CONSISTENTLY_BENEFICIAL,TEMPORALLY_UNSTABLE,MODERATELY_REQUIRED_IN_FROZEN_CHAMPION,False,0.22519387221355897,False,-0.001960521200117325,-0.0005138618171057073,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,home_starter_prior_starts,0.08100718967886437,0.08100718967886446,0.08100718967886446,0.01438300487029133,0.012677233712015375,SAME,1.1345538937772552,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_STARTER_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,MIXED,MOSTLY_BENEFICIAL,TEMPORALLY_UNSTABLE,UNRESOLVED,False,-0.607918268628153,True,-0.001960521200117325,0.021865573966028735,True,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,away_starter_prior_starts,0.021840873698818118,0.021840873698818115,0.021840873698818115,0.01438300487029133,0.0008268356527004493,SAME,17.395240303579516,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_STARTER_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,MIXED,CONSISTENTLY_BENEFICIAL,TEMPORALLY_UNSTABLE,UNRESOLVED,False,-0.29454176321075126,False,-0.001960521200117325,0.0014181825296888597,True,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,home_expected_outs,0.08506913609496831,-0.08506913609496823,0.08506913609496823,0.01438300487029133,-0.011065970207803344,OPPOSITE,1.2997509120482655,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_STARTER_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,MIXED,MOSTLY_BENEFICIAL,TEMPORALLY_UNSTABLE,MODERATELY_REQUIRED_IN_FROZEN_CHAMPION,False,-0.2368945767720429,False,-0.001960521200117325,0.00030507190173930196,True,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,away_expected_outs,0.02412346582220967,0.02412346582220966,0.02412346582220966,0.01438300487029133,0.007419496809107899,SAME,1.9385418230297353,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_STARTER_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,MIXED,CONSISTENTLY_HARMFUL,TEMPORALLY_UNSTABLE,POTENTIALLY_HARMFUL_IN_FROZEN_CHAMPION,False,0.10586528112995792,False,-0.001960521200117325,-0.000544740777734069,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,home_workload_uncertainty_outs,0.008390606257422379,0.008390606257422389,0.008390606257422389,0.01438300487029133,0.010362819278096425,SAME,1.3879432309209763,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_STARTER_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,MIXED,MOSTLY_HARMFUL,TEMPORALLY_UNSTABLE,UNRESOLVED,False,0.22885352747578888,False,-0.001960521200117325,-0.001033143766525125,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,away_workload_uncertainty_outs,-0.008165509297902846,-0.008165509297902853,0.008165509297902853,0.01438300487029133,0.0014323801126656583,SAME,10.041332425039446,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_STARTER_STATE,DISTINCT_PRIMARY_STATE_FAMILIES,MIXED,NEGLIGIBLE,TEMPORALLY_UNSTABLE,NEUTRAL_IN_FROZEN_CHAMPION,False,-0.06212559938317878,False,-0.001960521200117325,-0.00014792796393676446,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,home_bullpen_ra9,-0.4806386934706494,-0.48063869347064964,0.48063869347064964,0.01438300487029133,0.015070549615556185,SAME,1.0478025802998236,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_BULLPEN_STATE,OVERLAPPING_OFFICIAL_RUN_PREVENTION_SCORING_LINEAGE,MIXED,MOSTLY_BENEFICIAL,TEMPORALLY_UNSTABLE,MODERATELY_REQUIRED_IN_FROZEN_CHAMPION,False,-0.2510768013913478,False,-0.001960521200117325,-0.0001242483320490503,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,away_bullpen_ra9,0.05214103703298723,0.0521410370329872,0.0521410370329872,0.01438300487029133,0.010854280711089645,SAME,1.3250997696785605,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_BULLPEN_STATE,OVERLAPPING_OFFICIAL_RUN_PREVENTION_SCORING_LINEAGE,MIXED,CONSISTENTLY_BENEFICIAL,TEMPORALLY_UNSTABLE,MODERATELY_REQUIRED_IN_FROZEN_CHAMPION,False,-0.23210629699811472,False,-0.001960521200117325,-0.00020964768141983222,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,home_bullpen_likely_available_reliever_count,0.029109780039972135,-0.029109780039972197,0.029109780039972197,0.01438300487029133,-0.01084444912895344,OPPOSITE,1.3263011056864429,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_BULLPEN_STATE,OVERLAPPING_OFFICIAL_RUN_PREVENTION_SCORING_LINEAGE,MIXED,CONSISTENTLY_HARMFUL,TEMPORALLY_UNSTABLE,POTENTIALLY_HARMFUL_IN_FROZEN_CHAMPION,False,-0.045146937167484136,False,-0.001960521200117325,-0.0010856669138250923,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,away_bullpen_likely_available_reliever_count,-0.013567844745817431,-0.013567844745817442,0.013567844745817442,0.01438300487029133,0.003558827664027518,SAME,4.041500805356254,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_BULLPEN_STATE,OVERLAPPING_OFFICIAL_RUN_PREVENTION_SCORING_LINEAGE,MIXED,MOSTLY_BENEFICIAL,TEMPORALLY_UNSTABLE,MODERATELY_REQUIRED_IN_FROZEN_CHAMPION,False,-0.16672764791139652,False,-0.001960521200117325,0.0002730199592268238,True,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,home_bullpen_recent_innings_burden,-0.13215983391980168,0.13215983391980168,0.13215983391980168,0.01438300487029133,-0.000834537374008508,OPPOSITE,17.234704302344042,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_BULLPEN_STATE,OVERLAPPING_OFFICIAL_RUN_PREVENTION_SCORING_LINEAGE,MIXED,NEGLIGIBLE,TEMPORALLY_UNSTABLE,NEUTRAL_IN_FROZEN_CHAMPION,False,0.46510814065964373,False,-0.001960521200117325,-5.395029371042221e-06,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,away_bullpen_recent_innings_burden,-0.03494253826213601,-0.03494253826213598,0.03494253826213598,0.01438300487029133,0.007154814495771844,SAME,2.010255455091254,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_BULLPEN_STATE,OVERLAPPING_OFFICIAL_RUN_PREVENTION_SCORING_LINEAGE,MIXED,CONSISTENTLY_HARMFUL,TEMPORALLY_UNSTABLE,POTENTIALLY_HARMFUL_IN_FROZEN_CHAMPION,False,-0.24971099849006287,False,-0.001960521200117325,5.70933884725751e-05,True,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
home_offense,strict_prior_total_run_factor,-0.3939449527877443,-0.3939449527877441,0.3939449527877441,0.01438300487029133,0.04347158492532503,SAME,3.022427185234243,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_PARK_STATE,OVERLAPPING_OFFICIAL_RUN_PREVENTION_SCORING_LINEAGE,MIXED,CONSISTENTLY_BENEFICIAL,TEMPORALLY_UNSTABLE,STRONGLY_REQUIRED_IN_FROZEN_CHAMPION,False,0.14224211969916237,False,-0.001960521200117325,-0.008201548805872856,False,NO_COMMON_FALLBACK_CONTRACT,True,True,False,S2_13,TEST,material inverse contribution correlation and temporal-instability overlap question
home_offense,park_history_depth,0.13156329341303197,-0.13156329341303186,0.13156329341303186,0.01438300487029133,-0.02681303790069205,OPPOSITE,1.8642167017599673,False,NONE,False,STRICT_PRIOR_TEAM_RUN_STATE,STRICT_PRIOR_PARK_STATE,OVERLAPPING_OFFICIAL_RUN_PREVENTION_SCORING_LINEAGE,MIXED,MIXED,TEMPORALLY_UNSTABLE,TEMPORALLY_UNSTABLE,True,0.5044253547904866,False,-0.001960521200117325,-0.08174451475143947,False,NO_COMMON_FALLBACK_CONTRACT,True,False,False,,NOT_SELECTED,not a required concept and did not rank into the bounded high-correlation/structural manifest
