candidate_number,candidate_identity,omitted_direct_feature,retained_feature_count,retained_feature_order_pipe,training_rows,training_rows_identical_to_champion,model_class_hyperparameters_identical,scaler_refit_on_training_only,intercept_refit,dispersion_refit_by_original_contract,upstream_gating_support_shrinkage_fallback_preserved,evaluation_rows_or_outcomes_used_for_fit_selection_tuning,predeclared_interpretation_rule
11,RAW_MINUS_AWAY_EXPECTED_OUTS_REFIT_V1,away_expected_outs,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
12,RAW_MINUS_HOME_WORKLOAD_UNCERTAINTY_OUTS_REFIT_V1,home_workload_uncertainty_outs,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
13,RAW_MINUS_AWAY_WORKLOAD_UNCERTAINTY_OUTS_REFIT_V1,away_workload_uncertainty_outs,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
14,RAW_MINUS_HOME_BULLPEN_RA9_REFIT_V1,home_bullpen_ra9,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
15,RAW_MINUS_AWAY_BULLPEN_RA9_REFIT_V1,away_bullpen_ra9,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
16,RAW_MINUS_HOME_BULLPEN_LIKELY_AVAILABLE_RELIEVER_COUNT_REFIT_V1,home_bullpen_likely_available_reliever_count,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
17,RAW_MINUS_AWAY_BULLPEN_LIKELY_AVAILABLE_RELIEVER_COUNT_REFIT_V1,away_bullpen_likely_available_reliever_count,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
18,RAW_MINUS_HOME_BULLPEN_RECENT_INNINGS_BURDEN_REFIT_V1,home_bullpen_recent_innings_burden,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
19,RAW_MINUS_AWAY_BULLPEN_RECENT_INNINGS_BURDEN_REFIT_V1,away_bullpen_recent_innings_burden,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
20,RAW_MINUS_STRICT_PRIOR_TOTAL_RUN_FACTOR_REFIT_V1,strict_prior_total_run_factor,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|park_history_depth|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
21,RAW_MINUS_PARK_HISTORY_DEPTH_REFIT_V1,park_history_depth,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|game_number,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
22,RAW_MINUS_GAME_NUMBER_REFIT_V1,game_number,21,league_total|home_offense|home_prevention|away_offense|away_prevention|home_starter_ra9|away_starter_ra9|home_starter_prior_starts|away_starter_prior_starts|home_expected_outs|away_expected_outs|home_workload_uncertainty_outs|away_workload_uncertainty_outs|home_bullpen_ra9|away_bullpen_ra9|home_bullpen_likely_available_reliever_count|away_bullpen_likely_available_reliever_count|home_bullpen_recent_innings_burden|away_bullpen_recent_innings_burden|strict_prior_total_run_factor|park_history_depth,4859,True,True,True,True,True,True,False,"independent RAW-minus-exactly-one-feature refit; no recursive removal, tuning, added proxy, group test, or evaluation-guided selection"
