old_path,new_path,package_type,topic,sha_before,sha_after,move_timestamp,git_commit
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits_over_signal_tb_under_rejection.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits_over_signal_tb_under_rejection.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,eaa66c148047609c9af954affc0a0f51b1fcf42b4307d603e99ffc9eceac3c4e,eaa66c148047609c9af954affc0a0f51b1fcf42b4307d603e99ffc9eceac3c4e,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/terminal_decision.md,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/terminal_decision.md,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,89d1a177a52c3fbff1b8ee6d83c1627877f80c8f130968a3866dcdf59153d2f8,89d1a177a52c3fbff1b8ee6d83c1627877f80c8f130968a3866dcdf59153d2f8,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/tb15_canonical_market_universe.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/tb15_canonical_market_universe.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,f8dee619f5b1f4e51952d46cc41c50d68c3d9909ecf778b1adaa241a132ba61c,f8dee619f5b1f4e51952d46cc41c50d68c3d9909ecf778b1adaa241a132ba61c,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_per_slate_consistency.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_per_slate_consistency.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,9206729e9babe93b67675a8ba47322671bff92f80255202354ac96189acf4599,9206729e9babe93b67675a8ba47322671bff92f80255202354ac96189acf4599,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/bol_tb15_neutral_migration_audit.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/bol_tb15_neutral_migration_audit.csv,ARTIFACT_PACKAGE,BOL_TB1.5,0092695aae7ffb79078c8b80e22caf57e78309594fa34fb215799b7e094e75bc,0092695aae7ffb79078c8b80e22caf57e78309594fa34fb215799b7e094e75bc,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_shared_components_retained.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_shared_components_retained.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,ad138b3b0fb6faf7e8cde324a5489c27406092403d10118df445f8bfd7fac102,ad138b3b0fb6faf7e8cde324a5489c27406092403d10118df445f8bfd7fac102,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_active_wiring_inventory.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_active_wiring_inventory.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,bc014fb8ccea91fa8c110f7d8a18099ddcccfd701cd7d697dc0360946698d0a8,bc014fb8ccea91fa8c110f7d8a18099ddcccfd701cd7d697dc0360946698d0a8,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_removed_invocations.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_removed_invocations.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,c4463591c8378da62657289034e21e7344bf30ed3dd993f16a7d49c3608b701d,c4463591c8378da62657289034e21e7344bf30ed3dd993f16a7d49c3608b701d,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_pending_historical_closeout_inventory.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_pending_historical_closeout_inventory.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,2a9cca990fe593e92bdd4a50e5f62ec1771a5cbb8cd998cc32665353f7efa0ea,2a9cca990fe593e92bdd4a50e5f62ec1771a5cbb8cd998cc32665353f7efa0ea,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_pre_post_execution_trace.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_pre_post_execution_trace.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,a9b01e48d4aac4073f9fab445d6c4a2a269af71768a4ff8e26c68bf50f10cbee,a9b01e48d4aac4073f9fab445d6c4a2a269af71768a4ff8e26c68bf50f10cbee,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_decommission_test_results.md,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_decommission_test_results.md,ARTIFACT_PACKAGE,UBO5_TB1.5,31818cdc099531fe49a075b134ecf9102733c64a3cbfcea4428553f0c6501b68,31818cdc099531fe49a075b134ecf9102733c64a3cbfcea4428553f0c6501b68,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_decommission_cutoff_manifest.json,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_decommission_cutoff_manifest.json,ARTIFACT_PACKAGE,UBO5_TB1.5,e0e140c3cdd62ef9e50d28f5cddaecba44da56c986d44863d1f059a064deeb78,e0e140c3cdd62ef9e50d28f5cddaecba44da56c986d44863d1f059a064deeb78,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/terminal_decision.md,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/terminal_decision.md,ARTIFACT_PACKAGE,UBO5_TB1.5,d65a857a4564aeea884c0e0008e80cb7c9324e33ccb26035a86f6728d768ce5d,d65a857a4564aeea884c0e0008e80cb7c9324e33ccb26035a86f6728d768ce5d,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_dependency_classification.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/decommission/mlb_ubo5_tb15_production_decommission/2026-07-28/ubo5_dependency_classification.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,8c8a0173e89e202c41d7ed26f468956414de439274587da683995873d34aca6f,8c8a0173e89e202c41d7ed26f468956414de439274587da683995873d34aca6f,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/disabled_regression.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/disabled_regression.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,b942214ac4dbbfa1561e20907523a93a81db259ee13b90e1bda16f01440bbced,b942214ac4dbbfa1561e20907523a93a81db259ee13b90e1bda16f01440bbced,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/feature_ledger_producer_contract.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/feature_ledger_producer_contract.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,47b39220e0144b700435b9317b73e10a6c8a221fcaaca1bec0afb13939f1e47d,47b39220e0144b700435b9317b73e10a6c8a221fcaaca1bec0afb13939f1e47d,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/sha256_manifest.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/sha256_manifest.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,f9e82e87566cfbed894e1c21fe85501591b778faa41cbadf922c29b6af57db3d,f9e82e87566cfbed894e1c21fe85501591b778faa41cbadf922c29b6af57db3d,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/machine_readable.json,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/machine_readable.json,ARTIFACT_PACKAGE,UBO5_TB1.5,b654647c226951eda3da2188e896125c5585539f4bbc061752633dd36e966beb,b654647c226951eda3da2188e896125c5585539f4bbc061752633dd36e966beb,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/root_cause_report.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/root_cause_report.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,bf4101db4be2448e4d6e69c65dfcf27d662d1425806e7ab08873dec6ece2794d,bf4101db4be2448e4d6e69c65dfcf27d662d1425806e7ab08873dec6ece2794d,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/valid_empty_feature_ledger.parquet,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/valid_empty_feature_ledger.parquet,ARTIFACT_PACKAGE,UBO5_TB1.5,7085cebfff25ada57e74c41400852b709d860cf94e270c109c8481df271f265d,7085cebfff25ada57e74c41400852b709d860cf94e270c109c8481df271f265d,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/active_output_comparison.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/active_output_comparison.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,1904476a375cb1e2858892900d1038742a29e4136a01061afc4d8509973965c8,1904476a375cb1e2858892900d1038742a29e4136a01061afc4d8509973965c8,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/authentic_enabled_run_output.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/authentic_enabled_run_output.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,911c8be7793f6cc54b5522c8a6a643a718d82acbe102af64bbe9eda9d7cce472,911c8be7793f6cc54b5522c8a6a643a718d82acbe102af64bbe9eda9d7cce472,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/fail_closed_tests.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/fail_closed_tests.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,785b5d076f93a993eee259b4b2e62cbc044c97c2ecbda4a133d0247857a8d6c8,785b5d076f93a993eee259b4b2e62cbc044c97c2ecbda4a133d0247857a8d6c8,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/terminal_decision.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/terminal_decision.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,51fe292b941e4854488e633cb907fe3089c4638f3da51f3ab7e0a9b660567569,51fe292b941e4854488e633cb907fe3089c4638f3da51f3ab7e0a9b660567569,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/valid_empty_ledger_schema.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/valid_empty_ledger_schema.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,7ffaa7b0812335654ece3244feebbd879355655a0cb395c164886e7bf278cab6,7ffaa7b0812335654ece3244feebbd879355655a0cb395c164886e7bf278cab6,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/feature_ledger.parquet,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/feature_ledger.parquet,ARTIFACT_PACKAGE,UBO5_TB1.5,643a4719d1f73abe02c0f0ea61566e212fd956fab6b966b26944a1fb38c6759d,643a4719d1f73abe02c0f0ea61566e212fd956fab6b966b26944a1fb38c6759d,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/governing_binding.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/governing_binding.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,0870cbfee0033f86bb67f4ad785ccf481a7f2d6d06a0c889d1355889d7a93d74,0870cbfee0033f86bb67f4ad785ccf481a7f2d6d06a0c889d1355889d7a93d74,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/route_health.json,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/route_health.json,ARTIFACT_PACKAGE,UBO5_TB1.5,a88d2c7ae74c77db728f1abcd2b2977dc73625ffafe0c2877c2f86436c45e748,a88d2c7ae74c77db728f1abcd2b2977dc73625ffafe0c2877c2f86436c45e748,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/before_after_daily_target_graph.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/before_after_daily_target_graph.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,ad2edc324e13528c363feb2710d461ab26af6246f697b80f04863f048d62954b,ad2edc324e13528c363feb2710d461ab26af6246f697b80f04863f048d62954b,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/route_ledger.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/route_ledger.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,72b6a9df785c47141e1a0e7e7a3ecec5904a22828805d8a4e8eddcd5af325dc9,72b6a9df785c47141e1a0e7e7a3ecec5904a22828805d8a4e8eddcd5af325dc9,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/corrected_makefile_integration.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/corrected_makefile_integration.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,5cfccf76676eb2fec79154946c7c25cebc58feb60a568877b1f595a5e230bd90,5cfccf76676eb2fec79154946c7c25cebc58feb60a568877b1f595a5e230bd90,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/archive_manifest_verification.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/archive_manifest_verification.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,fd3ec2c179b10359d69008b30dd7b89883b279f6d3200d027b40156e60016eae,fd3ec2c179b10359d69008b30dd7b89883b279f6d3200d027b40156e60016eae,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/daily_ops_integration.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/daily_ops_integration.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,d9e9591f7af042572985a58106bb32c1768dc6ef0f8561368d7dc913463838e9,d9e9591f7af042572985a58106bb32c1768dc6ef0f8561368d7dc913463838e9,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/validation_report.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/validation_report.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,1747bfd0502606febb06b69249c530e0dcf8142d79cccaa9d3055503f429b8d3,1747bfd0502606febb06b69249c530e0dcf8142d79cccaa9d3055503f429b8d3,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/candidate_discovery_contract.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_daily_feature_ledger_integration_repair/2026-07-23/candidate_discovery_contract.csv,ARTIFACT_PACKAGE,UBO5_TB1.5,e2f5a6729323fff9d2926117e3146f33dcf6aa22b5f12daa959e356fad6ed3d7,e2f5a6729323fff9d2926117e3146f33dcf6aa22b5f12daa959e356fad6ed3d7,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_launchagent_daily_integration/2026-07-23/rollback_test.md,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_launchagent_daily_integration/2026-07-23/rollback_test.md,ARTIFACT_PACKAGE,UBO5_TB1.5,136cf790be1b7a48c88026ca57a44eabef3e7b71f1c50c8640028cd17bdca214,136cf790be1b7a48c88026ca57a44eabef3e7b71f1c50c8640028cd17bdca214,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_ubo5_tb15_launchagent_daily_integration/2026-07-23/command_and_dependency_graph.md,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/reconciliation_and_closeout/mlb_ubo5_tb15_launchagent_daily_integration/2026-07-23/command_and_dependency_graph.md,ARTIFACT_PACKAGE,UBO5_TB1.5,6768262c1624bc05abf49a249734cb60483fbbbdeeb3792b4aa24ef234b3bd00,6768262c1624bc05abf49a249734cb60483fbbbdeeb3792b4aa24ef234b3bd00,2026-07-29T02:08:32.288700+00:00,9def3435
