component,line,reference,reachable_scoring_call,classification
/Users/jerrystrain/Projects/proppadia/Makefile,2007,.PHONY: mlb-ubo5-tb15-complete-outcome-audit,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2008,mlb-ubo5-tb15-complete-outcome-audit:,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2009,"$(VENV_PY) -m backend.mlb.scripts.build_mlb_ubo5_tb15_complete_outcome_audit --date ""$(MLB_DATE)"" --output-root ""$(MLB_UBO5_TB15_BOARD_ROOT)"" --reconcile-csv ""$(MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV)""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2011,.PHONY: mlb-ubo5-tb15-broad-records,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2012,mlb-ubo5-tb15-broad-records:,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2014,"$(MAKE) mlb-ubo5-tb15-complete-outcome-audit MLB_DATE=""$(MLB_DATE)"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$(MLB_DATE)/reconcile_rows.csv"" || rc=$$?; \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2015,"$(MAKE) mlb-ubo5-tb15-ever-positive-closeout MLB_DATE=""$(MLB_DATE)"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$(MLB_DATE)/reconcile_rows.csv"" || rc=$$?; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2016,"$(MAKE) mlb-ubo5-tb15-final-pregame-closeout MLB_DATE=""$(MLB_DATE)"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$(MLB_DATE)/reconcile_rows.csv"" || rc=$$?; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2017,for manifest in $(MLB_UBO5_TB15_BOARD_ROOT)/????-??-??/ubo5_tb15_run_population_manifest_*.json; do \,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2021,"current_audit=""$(MLB_UBO5_TB15_BOARD_ROOT)/$$pending_date/ubo5_tb15_complete_outcome_audit_current.json""; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2023,"[ ""$$audit_status"" = ""FINAL"" ] || $(MAKE) mlb-ubo5-tb15-complete-outcome-audit MLB_DATE=""$$pending_date"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$$pending_date/reconcile_rows.csv"" || rc=$$?; \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2025,"current=""$(MLB_UBO5_TB15_BOARD_ROOT)/$$pending_date/ubo5_tb15_$${population}_closeout_current.json""; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2028,"if [ ""$$population"" = ""ever_positive"" ]; then target=mlb-ubo5-tb15-ever-positive-closeout; else target=mlb-ubo5-tb15-final-pregame-closeout; fi; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2029,"$(MAKE) $$target MLB_DATE=""$$pending_date"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$$pending_date/reconcile_rows.csv"" || rc=$$?; \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2034,.PHONY: mlb-ubo5-tb15-closeout,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2035,mlb-ubo5-tb15-closeout:,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2036,"$(VENV_PY) -m backend.mlb.scripts.build_mlb_ubo5_tb15_daily_closeout --date ""$(MLB_DATE)"" --output-root ""$(MLB_UBO5_TB15_BOARD_ROOT)"" --odds-root ""$(MLB_ODDS_HISTORY_ROOT)"" --reconcile-csv ""$(MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV)""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2040,.PHONY: mlb-ubo5-tb15-retry-pending-closeouts,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2041,mlb-ubo5-tb15-retry-pending-closeouts:,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2043,"$(MAKE) mlb-ubo5-tb15-closeout MLB_DATE=""$(MLB_DATE)"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$(MLB_DATE)/reconcile_rows.csv"" || rc=$$?; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2044,for manifest in $(MLB_UBO5_TB15_BOARD_ROOT)/????-??-??/ubo5_tb15_closeout_current.json; do \,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2051,"$(MAKE) mlb-ubo5-tb15-closeout MLB_DATE=""$$pending_date"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$$pending_date/reconcile_rows.csv"" || rc=$$?; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2057,.PHONY: mlb-ubo5-tb15-consensus-closeout,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2058,mlb-ubo5-tb15-consensus-closeout:,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2059,"$(VENV_PY) -m backend.mlb.scripts.build_mlb_ubo5_tb15_consensus_closeout --date ""$(MLB_DATE)"" --output-root ""$(MLB_UBO5_TB15_BOARD_ROOT)"" --reconcile-csv ""$(MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV)""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2067,for current in $(MLB_UBO5_TB15_BOARD_ROOT)/????-??-??/*_current.json; do \,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2074,ubo5_tb15_closeout_current.json) target=mlb-ubo5-tb15-closeout ;; \,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2075,ubo5_tb15_consensus_closeout_current.json) target=mlb-ubo5-tb15-consensus-closeout ;; \,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2076,ubo5_tb15_complete_outcome_audit_current.json) target=mlb-ubo5-tb15-complete-outcome-audit ;; \,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2077,ubo5_tb15_ever_positive_closeout_current.json) target=mlb-ubo5-tb15-ever-positive-closeout ;; \,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2078,ubo5_tb15_final_pregame_closeout_current.json) target=mlb-ubo5-tb15-final-pregame-closeout ;; \,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2082,"$(MAKE) $$target MLB_DATE=""$$date"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""$$reconcile"" || rc=$$?; \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2085,.PHONY: mlb-ubo5-tb15-retry-pending-consensus-closeouts,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2086,mlb-ubo5-tb15-retry-pending-consensus-closeouts:,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2088,"$(MAKE) mlb-ubo5-tb15-consensus-closeout MLB_DATE=""$(MLB_DATE)"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$(MLB_DATE)/reconcile_rows.csv"" || rc=$$?; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2089,for manifest in $(MLB_UBO5_TB15_BOARD_ROOT)/????-??-??/ubo5_tb15_consensus_population_manifest_*.json; do \,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/Makefile,2093,"current=""$(MLB_UBO5_TB15_BOARD_ROOT)/$$pending_date/ubo5_tb15_consensus_closeout_current.json""; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/Makefile,2097,"$(MAKE) mlb-ubo5-tb15-consensus-closeout MLB_DATE=""$$pending_date"" MLB_UBO5_TB15_CLOSEOUT_RECONCILE_CSV=""artifacts/analysis/mlb/execution_vs_model/$$pending_date/reconcile_rows.csv"" || rc=$$?; \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,12,"from backend.mlb.scripts.materialize_mlb_ubo5_strict_prior_features import FEATURES, MODEL_SUPPORTED_NULL_FEATURES",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,14,"ENABLE_FLAG = ""MLB_ENABLE_UBO5_TOTAL_BASES_ESTABLISHED_ROUTE""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,16,"MODEL_SOURCE = ""UBO5_TB15_ESTABLISHED""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,69,"out[""ubo5_route_attempted""] = False",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,70,"out[""ubo5_artifact_loaded""] = False",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,71,"out[""ubo5_probability_over""] = np.nan",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,72,"out[""ubo5_route_status""] = ""DECOMMISSIONED_NOT_EVALUATED""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,80,"out[""exclusion_reason""] = ""UBO5_DECOMMISSIONED""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,136,"out[""counterfactual_incumbent_capture_stage""] = ""PRE_UBO5_ROUTING""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,138,"out[""ubo5_probability_over""] = np.nan",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,220,"source_model.eq("""") | source_model.str.contains(""UBO5"", case=False, regex=False)",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,254,"reject(eligible & out.index.to_series().isin(p.index[invalid]), ""INVALID_UBO5_PROBABILITY"")",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,256,"out.loc[routed, ""ubo5_probability_over""] = p.loc[routed]",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,283,"~out[""route_eligibility""], out[""ubo5_probability_over""]",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,285,"expected_delta = out[""ubo5_probability_over""] - out[""counterfactual_incumbent_probability""]",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/Projects/proppadia/backend/mlb/shared/ubo5_tb15_production_route.py,292,"out[""counterfactual_incumbent_capture_stage""].eq(""PRE_UBO5_ROUTING""), ""PASS"", ""FAIL""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,125,"if [[ ""${MLB_ENABLE_UBO5_TOTAL_BASES_ESTABLISHED_ROUTE:-0}"" != ""0"" ]]; then",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,126,"echo ""[$(date -u +%FT%TZ)] WARN UBO5_DECOMMISSIONED: old enable flag ignored; incumbent remains active"" >&2",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,164,"ubo5_closeout_command=""DECOMMISSIONED_NOT_INVOKED""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,165,"ubo5_consensus_closeout_command=""DECOMMISSIONED_NOT_INVOKED""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,166,"ubo5_broad_records_command=""DECOMMISSIONED_NOT_INVOKED""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,167,"ubo5_history_refresh_command=""DECOMMISSIONED_NOT_INVOKED""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,168,"ubo5_closeout_manifest=""backend/mlb/exports/model_v2/ubo5_tb15/${MLB_COMPLETED_SLATE_DATE}/ubo5_tb15_closeout_current.json""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,169,"ubo5_complete_outcome_manifest=""backend/mlb/exports/model_v2/ubo5_tb15/${MLB_COMPLETED_SLATE_DATE}/ubo5_tb15_complete_outcome_audit_current.json""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,170,"ubo5_consensus_closeout_manifest=""backend/mlb/exports/model_v2/ubo5_tb15/${MLB_COMPLETED_SLATE_DATE}/ubo5_tb15_consensus_closeout_current.json""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,171,"ubo5_daily_record_csv=""backend/mlb/exports/model_v2/ubo5_tb15/daily_record/ubo5_tb15_daily_record.csv""",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,233,"MLB_UBO5_CLOSEOUT_COMMAND=""$ubo5_closeout_command"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,234,"MLB_UBO5_CONSENSUS_CLOSEOUT_COMMAND=""$ubo5_consensus_closeout_command"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,235,"MLB_UBO5_BROAD_RECORDS_COMMAND=""$ubo5_broad_records_command"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,236,"MLB_UBO5_CLOSEOUT_MANIFEST=""$ubo5_closeout_manifest"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,237,"MLB_UBO5_DAILY_RECORD_CSV=""$ubo5_daily_record_csv"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,238,"MLB_UBO5_CLOSEOUT_ATTEMPTED=""${ubo5_closeout_attempted:-false}"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,239,"MLB_UBO5_CLOSEOUT_RC=""${ubo5_closeout_rc:-0}"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,240,"MLB_UBO5_CLOSEOUT_STATUS=""${ubo5_closeout_status:-not_attempted}"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,241,"MLB_UBO5_CONSENSUS_CLOSEOUT_ATTEMPTED=""${ubo5_consensus_closeout_attempted:-false}"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,242,"MLB_UBO5_CONSENSUS_CLOSEOUT_RC=""${ubo5_consensus_closeout_rc:-0}"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
