governed_side,source_package,source_file,source_sha,source_row_key,source_field,saved_value,field_version,source_grain,target_qualification_field,target_grain,join_key,alias_rule,temporal_proof,admission_result,failure_reason,defect_mechanisms
2026-07-01|823767|CIN|MIL,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-01|823767|CIN|MIL,starter_expected_hits_allowed,5.156982087630497,production_starter_parent_existing_saved_value,starter_game_side,starter_expected_hits_allowed,selected_proposition_denominator_row_via_side_binding,2026-07-01|823767|CIN|MIL,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-06-30,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-01|823767|CIN|MIL,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-01|823767|CIN|MIL,actual_starter_role,conventional_starter,production_starter_parent_existing_saved_value,starter_game_side,actual_starter_role,selected_proposition_denominator_row_via_side_binding,2026-07-01|823767|CIN|MIL,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-06-30,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,actual_starter_player_id,656550.0,production_starter_parent_existing_saved_value,starter_game_side,actual_starter_player_id,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,prior_start_count,30,production_starter_parent_existing_saved_value,starter_game_side,prior_start_count,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,strict_prior_status,PASS_STRICT_PRIOR,production_starter_parent_existing_saved_value,starter_game_side,strict_prior_status,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,expected_hits_outs_v1,4.158340782513923,production_starter_parent_existing_saved_value,starter_game_side,expected_hits_outs_v1,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,workload_confidence,high,production_starter_parent_existing_saved_value,starter_game_side,workload_confidence,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,starter_identity_status,expected_starter_confirmed_actual_starter,production_starter_parent_existing_saved_value,starter_game_side,starter_identity_status,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,role_confidence,high,production_starter_parent_existing_saved_value,starter_game_side,role_confidence,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,pitcher_base,4.439215686274512,production_starter_parent_existing_saved_value,starter_game_side,pitcher_base,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,expected_hits_outs_v1,4.158340782513923,production_starter_parent_existing_saved_value,starter_game_side,expected_hits_outs_v1,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,offense_factor_vs_league_clamped,0.8599099563528901,production_starter_parent_existing_saved_value,starter_game_side,offense_factor_vs_league_clamped,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,starter_expected_hits_allowed,3.817325767025381,production_starter_parent_existing_saved_value,starter_game_side,starter_expected_hits_allowed,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-03|824904|ATL|NYM,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-03|824904|ATL|NYM,actual_starter_role,conventional_starter,production_starter_parent_existing_saved_value,starter_game_side,actual_starter_role,selected_proposition_denominator_row_via_side_binding,2026-07-03|824904|ATL|NYM,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-02,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-06|822958|NYY|TB,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-06|822958|NYY|TB,actual_starter_player_id,693645.0,production_starter_parent_existing_saved_value,starter_game_side,actual_starter_player_id,selected_proposition_denominator_row_via_side_binding,2026-07-06|822958|NYY|TB,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-05,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-06|822958|NYY|TB,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-06|822958|NYY|TB,prior_start_count,19,production_starter_parent_existing_saved_value,starter_game_side,prior_start_count,selected_proposition_denominator_row_via_side_binding,2026-07-06|822958|NYY|TB,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-05,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-06|822958|NYY|TB,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-06|822958|NYY|TB,strict_prior_status,PASS_STRICT_PRIOR,production_starter_parent_existing_saved_value,starter_game_side,strict_prior_status,selected_proposition_denominator_row_via_side_binding,2026-07-06|822958|NYY|TB,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-05,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
2026-07-06|822958|NYY|TB,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15,artifacts/analysis/model_development/mlb_historical_selected_proposition_other_starter_parent_gap_investigation/2026-07-15/exact_3_side_manifest_2026-07-15.csv,6ac3913b9173b1068fca5f0bed8d6decc0d7d5d9c7138e0e678f9d547fecc1bd,2026-07-06|822958|NYY|TB,expected_hits_outs_v1,4.313791993169906,production_starter_parent_existing_saved_value,starter_game_side,expected_hits_outs_v1,selected_proposition_denominator_row_via_side_binding,2026-07-06|822958|NYY|TB,source field admitted under identical target qualification field unless target_qualification_field states explicit alias,strict_prior_cutoff=2026-07-05,ADMITTED_SAVED_VALUE_BYTE_FOR_BYTE,,QUALIFICATION_LEDGER_ROW_ADMISSION|FIELD_OWNERSHIP_REGISTRATION|SOURCE_GRAIN_TO_ROW_PROPAGATION_BINDING|CUMULATIVE_STATE_OVERLAY_PROPAGATION
