batch,schema,object_name,object_type,future_action,reason
3,cron,runid_seq,SEQUENCE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,extensions,pg_stat_statements,VIEW,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,extensions,pg_stat_statements_info,VIEW,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
2,mlb,bvp_stats,TABLE,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,model_training_props,TABLE,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_base,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_1,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_2,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_2_clean,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_3,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_4,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_5,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_6,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_7,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,pitcher_game_v4_features_8,VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,player_derived_stats,TABLE,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
3,mlb,player_ids,TABLE,REQUIRES_BLOCKER_RESOLUTION,MLB purpose or temporal lineage not established in bounded pass
3,mlb,player_profiles_cache,TABLE,REQUIRES_BLOCKER_RESOLUTION,MLB purpose or temporal lineage not established in bounded pass
3,mlb,player_props,TABLE,RETAIN_OPERATIONAL,referenced by current MLB daily/market workflow
2,mlb,player_streak_history,TABLE,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,player_streak_profiles,TABLE,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
3,mlb,player_team_by_game,TABLE,REQUIRES_BLOCKER_RESOLUTION,MLB purpose or temporal lineage not established in bounded pass
2,mlb,prop_features_precomputed,TABLE,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,today_market_snapshot,MATERIALIZED_VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
2,mlb,today_market_timing_signal,MATERIALIZED_VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
3,mlb,today_odds_book_rows,TABLE,RETAIN_OPERATIONAL,referenced by current MLB daily/market workflow
2,mlb,today_player_context,MATERIALIZED_VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
3,mlb,today_slate_rows,TABLE,RETAIN_OPERATIONAL,referenced by current MLB daily/market workflow
3,mlb,today_wide_rows,TABLE,RETAIN_OPERATIONAL,referenced by current MLB daily/market workflow
2,mlb,today_workspace_mlb,MATERIALIZED_VIEW,RETAIN_FORENSIC_ONLY,derived/model/research population; excluded from clean room
3,nhl,_points_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,backfill_progress,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,blocked_shot_events,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,data_quality_audit,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,eval_sog_daily,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,game_manpower_segments,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,games,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,games_season_audit,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,games_season_audit_audit_id_seq,SEQUENCE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,games_write_audit,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,games_write_audit_audit_id_seq,SEQUENCE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,goalie_game_logs_raw,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,goalie_roll_feats_m,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,goalie_rolling_agg,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,goalies2023_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,goalies2023_stage_raw,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,goalies_szn_sit,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,import_goalie_logs_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,import_player_external_ids_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,import_players_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,import_skater_logs_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,import_skater_points_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,keep_games_filter,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,lines_szn_sit_denali,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,pairing_features_store_v2,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,pairing_features_v2,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_external_ids,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_game_2023_roll,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_game_2023_summary,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_game_2024_roll,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_game_2024_summary,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_game_shots_2023,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_shot_history_denali,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_shot_phoenix_denali,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,player_sog_denali_base,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,players,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,points_training_frame_phoenix,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,pp_roles_slate,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,predictions,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,predictions_prediction_id_seq,SEQUENCE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,roster_names,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,roster_status,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shift_teammate_overlap_features_game,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shift_teammate_overlap_features_rolling_d10,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shift_teammate_overlap_features_rolling_d20,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shift_teammate_overlap_game,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shift_teammate_overlap_game_recent_v2,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shift_teammate_overlap_game_v2,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shiftcharts_pairings_game,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shiftcharts_raw,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shiftcharts_shifts,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shiftcharts_shifts_clean_v2,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shiftcharts_shifts_clean_v3,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shot_on_goal_events,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shot_stats_denali,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shots_all,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shots_stage_2023,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,shots_stage_2024,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skater_game_logs_raw,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skater_game_special_teams_exposure,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skater_points_raw,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skater_roll_windows_v1,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skater_rolling_agg,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skater_rolling_v3,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skater_shot_game_totals,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skater_special_teams_szn_to_date,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skaters2023_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skaters2023_stage_raw,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skaters_szn_sit,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skaters_szn_sit_denali,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,skaters_szn_sit_stage,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,sog_denali_rollups_mv,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,sog_denali_rollups_v,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,sog_training_frame_phoenix,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_context_rolling,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_external_ids,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_game_2023_roll,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_game_2023_summary,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_game_2024_roll,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_game_2024_summary,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_game_sit,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_pp_toi_totals_by_date_team,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_roll10_m,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,team_shot_history_denali,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,teams,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,teams_game_sit,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,teams_szn_sit_denali,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,tf_skater_attempts_roll10,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,tf_team_roll10,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_goalie_saves_v2,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_goalie_saves_v2_ready,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_nhl_saves_enr_filt,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_nhl_saves_enriched,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_nhl_sog_enriched,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_nhl_sog_enriched_pregame,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_nhl_sog_enriched_pregame_v2,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_nhl_sog_enriched_pregame_v2_denali_cols,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_nhl_sog_enriched_pregame_v2_mt,MATERIALIZED_VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_shots,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_shots_2023,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_shots_2024,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_shots_v,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_sog_denali,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_sog_denali_export,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_sog_player_game,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,training_features_sog_player_game_v2,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,user_props,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_dqa_goalie_ready_coverage,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_dqa_sog_ready_coverage,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_goalie_game_logs_played,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_site_sog_eval_publish,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_site_sog_predictions_publish,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_skater_game_logs_played,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_skater_logs_clean,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_skater_rolling_agg,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_slate_saves_features,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_slate_sog_features,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,nhl,v_sog_denali_rollups_per_game,VIEW,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,public,mlb_team_map,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,public,opp_starter_per_game,TABLE,REQUIRES_BLOCKER_RESOLUTION,non-MLB object outside bounded source certification
3,realtime,messages,PARTITIONED_TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,messages_2026_02_21,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,messages_2026_02_22,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,messages_2026_02_23,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,messages_2026_02_24,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,messages_2026_02_25,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,messages_2026_02_26,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,messages_2026_02_27,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,schema_migrations,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,subscription,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,realtime,subscription_id_seq,SEQUENCE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,storage,buckets,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,storage,buckets_analytics,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,storage,buckets_vectors,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,storage,migrations,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,storage,objects,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,storage,s3_multipart_uploads,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,storage,s3_multipart_uploads_parts,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,storage,vector_indexes,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,vault,decrypted_secrets,VIEW,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,vault,secrets,TABLE,REQUIRES_BLOCKER_RESOLUTION,Supabase platform object outside MLB source boundary
3,auth,email(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,auth,jwt(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,auth,role(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,auth,uid(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,cron,"alter_job(job_id bigint, schedule text, command text, database text, username text, active boolean)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,cron,job_cache_invalidate(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,cron,"schedule(job_name text, schedule text, command text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,cron,"schedule(schedule text, command text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,cron,"schedule_in_database(job_name text, schedule text, command text, database text, username text, active boolean)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,cron,unschedule(job_id bigint),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,cron,unschedule(job_name text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"algorithm_sign(signables text, secret text, algorithm text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,armor(bytea),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"armor(bytea, text[], text[])",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"crypt(text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,dearmor(text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"decrypt(bytea, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"decrypt_iv(bytea, bytea, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"digest(bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"digest(text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"encrypt(bytea, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"encrypt_iv(bytea, bytea, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,gen_random_bytes(integer),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,gen_random_uuid(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,gen_salt(text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"gen_salt(text, integer)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,grant_pg_cron_access(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,grant_pg_graphql_access(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,grant_pg_net_access(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"hmac(bytea, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"hmac(text, text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
