date,outcome_denominator,hitter_games,total_hits_recorded,unique_hitters_with_ge1_hit,hitter_games_0_hits,hitter_games_1_hit,hitter_games_2plus_hits
2026-05-20,retained reconciled hitter-games only; not the full official batting universe,235,190.0,129,106,81,48
2026-05-21,retained reconciled hitter-games only; not the full official batting universe,108,74.0,56,52,41,15
2026-05-22,retained reconciled hitter-games only; not the full official batting universe,215,161.0,119,96,81,38
2026-05-23,retained reconciled hitter-games only; not the full official batting universe,199,149.0,104,95,68,36
2026-05-24,retained reconciled hitter-games only; not the full official batting universe,182,149.0,109,73,77,32
2026-05-25,retained reconciled hitter-games only; not the full official batting universe,173,135.0,95,78,64,31
2026-05-26,retained reconciled hitter-games only; not the full official batting universe,210,207.0,138,72,82,56
2026-05-27,retained reconciled hitter-games only; not the full official batting universe,220,191.0,125,95,76,49
2026-05-28,retained reconciled hitter-games only; not the full official batting universe,85,58.0,40,45,25,15
2026-05-29,retained reconciled hitter-games only; not the full official batting universe,209,202.0,131,78,72,59
2026-05-30,retained reconciled hitter-games only; not the full official batting universe,207,194.0,130,77,79,51
2026-05-31,retained reconciled hitter-games only; not the full official batting universe,194,179.0,117,77,68,49
2026-06-01,retained reconciled hitter-games only; not the full official batting universe,138,123.0,83,55,54,29
2026-06-02,retained reconciled hitter-games only; not the full official batting universe,217,192.0,133,84,82,51
2026-06-03,retained reconciled hitter-games only; not the full official batting universe,211,195.0,133,78,87,46
2026-06-04,retained reconciled hitter-games only; not the full official batting universe,128,125.0,83,45,50,33
2026-06-05,retained reconciled hitter-games only; not the full official batting universe,207,171.0,115,92,70,45
2026-06-06,retained reconciled hitter-games only; not the full official batting universe,178,140.0,95,83,59,36
2026-06-07,retained reconciled hitter-games only; not the full official batting universe,196,161.0,110,86,71,39
2026-06-08,retained reconciled hitter-games only; not the full official batting universe,111,103.0,66,45,38,28
2026-06-09,retained reconciled hitter-games only; not the full official batting universe,213,203.0,139,74,92,47
2026-06-10,retained reconciled hitter-games only; not the full official batting universe,195,179.0,130,65,94,36
2026-06-11,retained reconciled hitter-games only; not the full official batting universe,92,74.0,59,33,46,13
2026-06-12,retained reconciled hitter-games only; not the full official batting universe,211,174.0,126,85,88,38
2026-06-13,retained reconciled hitter-games only; not the full official batting universe,205,173.0,117,88,77,40
2026-06-14,retained reconciled hitter-games only; not the full official batting universe,185,192.0,125,60,74,51
2026-06-15,retained reconciled hitter-games only; not the full official batting universe,157,125.0,85,72,52,33
2026-06-16,retained reconciled hitter-games only; not the full official batting universe,230,178.0,126,104,86,40
2026-06-17,retained reconciled hitter-games only; not the full official batting universe,214,219.0,152,62,103,49
2026-06-18,retained reconciled hitter-games only; not the full official batting universe,127,107.0,73,54,46,27
2026-06-19,retained reconciled hitter-games only; not the full official batting universe,242,229.0,160,82,105,55
2026-06-20,retained reconciled hitter-games only; not the full official batting universe,238,209.0,137,101,84,53
2026-06-21,retained reconciled hitter-games only; not the full official batting universe,252,214.0,151,101,99,52
2026-06-22,retained reconciled hitter-games only; not the full official batting universe,209,147.0,109,100,76,33
2026-06-23,retained reconciled hitter-games only; not the full official batting universe,258,231.0,154,104,93,61
2026-06-24,retained reconciled hitter-games only; not the full official batting universe,263,216.0,147,114,90,59
2026-06-25,retained reconciled hitter-games only; not the full official batting universe,133,109.0,76,57,48,28
2026-06-26,retained reconciled hitter-games only; not the full official batting universe,262,205.0,149,113,104,45
2026-06-27,retained reconciled hitter-games only; not the full official batting universe,256,220.0,150,106,92,58
2026-06-28,retained reconciled hitter-games only; not the full official batting universe,281,205.0,149,132,100,49
2026-06-29,retained reconciled hitter-games only; not the full official batting universe,220,198.0,141,79,87,54
2026-06-30,retained reconciled hitter-games only; not the full official batting universe,249,237.0,157,92,97,60
2026-07-01,retained reconciled hitter-games only; not the full official batting universe,247,220.0,151,96,95,56
2026-07-02,retained reconciled hitter-games only; not the full official batting universe,155,157.0,105,50,67,38
2026-07-03,retained reconciled hitter-games only; not the full official batting universe,219,184.0,123,96,75,48
2026-07-04,retained reconciled hitter-games only; not the full official batting universe,260,225.0,158,102,103,55
2026-07-05,retained reconciled hitter-games only; not the full official batting universe,261,225.0,163,98,115,48
2026-07-06,retained reconciled hitter-games only; not the full official batting universe,140,138.0,85,55,46,39
2026-07-07,retained reconciled hitter-games only; not the full official batting universe,276,245.0,164,110,104,62
2026-07-08,retained reconciled hitter-games only; not the full official batting universe,260,211.0,154,106,105,49
2026-07-09,retained reconciled hitter-games only; not the full official batting universe,228,178.0,131,97,90,41
2026-07-10,retained reconciled hitter-games only; not the full official batting universe,242,218.0,147,95,91,56
2026-07-11,retained reconciled hitter-games only; not the full official batting universe,271,207.0,145,122,100,49
2026-07-16,retained reconciled hitter-games only; not the full official batting universe,18,11.0,9,9,7,2
2026-07-17,retained reconciled hitter-games only; not the full official batting universe,212,178.0,126,86,88,38
2026-07-18,retained reconciled hitter-games only; not the full official batting universe,237,201.0,132,100,85,52
2026-07-19,retained reconciled hitter-games only; not the full official batting universe,280,246.0,166,111,109,60
2026-07-20,retained reconciled hitter-games only; not the full official batting universe,265,251.0,169,96,110,59
2026-07-21,retained reconciled hitter-games only; not the full official batting universe,221,192.0,134,87,87,47
2026-07-22,retained reconciled hitter-games only; not the full official batting universe,287,242.0,164,114,116,57
2026-07-23,retained reconciled hitter-games only; not the full official batting universe,86,74.0,50,36,30,20
2026-07-24,retained reconciled hitter-games only; not the full official batting universe,265,212.0,146,119,91,55
2026-07-25,retained reconciled hitter-games only; not the full official batting universe,261,208.0,143,118,92,51
2026-07-26,retained reconciled hitter-games only; not the full official batting universe,261,238.0,158,103,95,63
2026-07-27,retained reconciled hitter-games only; not the full official batting universe,192,173.0,118,74,79,39
2026-07-28,retained reconciled hitter-games only; not the full official batting universe,248,234.0,154,93,96,59
2026-07-29,retained reconciled hitter-games only; not the full official batting universe,267,207.0,147,118,102,47
2026-07-30,retained reconciled hitter-games only; not the full official batting universe,169,127.0,90,79,57,33
2026-07-31,retained reconciled hitter-games only; not the full official batting universe,255,201.0,146,109,101,45
2026-08-01,retained reconciled hitter-games only; not the full official batting universe,253,222.0,153,100,96,57
2026-08-02,retained reconciled hitter-games only; not the full official batting universe,239,190.0,141,98,100,41
